Ano;Esforço PF
2014;14,00
2014;3,00
2014;149,72
2014;196,09
2014;20,84
2014;48,90
2014;12,00
2014;4,50
2014;29,00
2014;500,00
2014;6,75
2014;15,75
2014;24,00
2014;12,00
2014;29,21
2014;22,50
2014;117,10
2014;25,00
2014;22,50
2014;4,50
2014;124,00
2014;47,00
2014;0,60
2014;9,00
2014;4,50
2014;89,56
2014;14,50
2014;21,00
2014;24,00
2014;33,75
2014;7,50
2014;14,00
2014;16,74
2014;43,50
2015;8,25
2014;478,71
2014;26,75
2014;166,10
2014;12,75
2014;23,00
2014;1.500,50
2014;255,00
2014;12,00
2014;28,00
2014;145,00
2014;82,90
2014;25,00
2014;12,00
2014;83,25
2014;30,00
2014;17,00
2014;34,38
2014;46,00
2014;115,99
2014;139,75
2014;9,00
2014;3,00
2014;39,00
2014;7,40
2014;9,71
2014;24,00
2014;3,00
2014;28,50
2014;53,25
2014;33,75
2014;5,10
2014;20,00
2014;9,25
2014;4,50
2014;4,50
2014;1.072,40
2014;108,75
2014;180,09
2014;110,00
2014;54,00
2014;172,94
2014;12,00
2014;89,14
2014;22,00
2014;20,00
2014;46,76
2014;162,98
2014;12,15
2014;19,69
2014;110,00
2014;52,75
2014;12,75
2014;36,50
2014;26,55
2014;109,75
2014;85,00
2014;35,05
2014;31,60
2014;51,60
2014;66,50
2014;16,00
2014;300,00
2014;17,89
2014;17,50
2014;91,11
2014;24,00
2014;222,25
2014;75,00
2014;2,40
2014;47,25
2014;14,25
2014;28,00
2014;7,50
2014;5,85
2014;9,75
2014;7,50
2014;121,50
2014;4,50
2014;301,75
2014;4,50
2014;20,30
2014;26,01
2014;566,37
2014;125,85
2014;179,36
2014;110,31
2014;174,15
2014;332,00
2014;84,00
2014;6,00
2014;32,10
2014;151,64
2014;4,50
2014;15,30
2014;26,41
2014;199,11
2014;16,00
2014;26,78
2014;31,50
2014;360,38
2014;4,00
2014;4,50
2014;18,00
2014;15,10
2014;8,60
2014;29,00
2014;56,00
2014;8,00
2014;69,00
2014;6,40
2014;524,40
2014;25,72
2014;22,95
2014;65,50
2014;12,60
2014;253,56
2014;15,20
2014;25,00
2014;27,00
2014;22,00
2014;16,80
2014;18,85
2014;329,85
2014;201,67
2014;16,75
2014;604,91
2014;20,25
2014;58,30
2014;36,30
2014;21,63
2014;88,75
2014;15,60
2014;117,21
2014;12,00
2014;31,50
2014;65,00
2014;78,00
2014;12,25
2014;43,20
2014;9,20
2014;13,16
2014;10,00
2014;4,50
2014;62,22
2014;16,50
2014;9,00
2014;15,40
2014;13,00
2014;24,00
2014;77,00
2014;15,15
2014;6,60
2014;10,00
2014;60,52
2014;48,66
2014;85,00
2014;24,00
2014;4,50
2014;11,07
2014;10,87
2014;25,50
2014;41,25
2014;284,51
2014;147,00
2014;18,00
2014;13,01
2014;481,95
2014;37,95
2014;120,26
2014;50,08
2014;10,20
2014;40,50
2014;19,50
2014;19,50
2014;59,70
2014;4,50
2014;10,00
2014;30,35
2014;6,00
2014;4,50
2014;22,00
2014;0,60
2014;8,00
2014;18,00
2014;43,25
2014;9,60
2014;4,50
2014;50,00
2014;2,25
2014;133,32
2014;4,50
2014;74,95
2014;35,10
2014;28,90
2014;10,20
2014;8,75
2014;50,05
2014;72,54
2014;92,75
2014;164,93
2014;315,00
2019;107,13
2014;47,50
2014;10,00
2014;6,00
2014;7,00
2014;0,90
2014;18,00
2014;45,75
2014;4,50
2014;20,00
2014;972,52
2014;32,00
2014;27,95
2014;20,25
2014;500,00
2014;500,00
2014;4,00
2014;4,50
2014;74,42
2014;260,13
2014;307,48
2014;102,00
2014;124,00
2014;5,85
2014;6,00
2014;181,75
2014;529,49
2014;54,75
2014;4,00
2014;6,00
2014;4,05
2014;333,98
2014;5,25
2014;5,00
2014;34,68
2014;228,38
2014;76,26
2014;4,50
2014;13,50
2014;191,05
2014;296,85
2014;656,51
2014;200,00
2014;501,00
2014;61,00
2014;215,46
2014;211,18
2014;237,58
2014;273,79
2014;155,55
2014;65,00
2014;6,00
2014;6,00
2014;26,25
2014;459,78
2014;9,60
2014;834,53
2014;127,95
2014;7,09
2014;34,43
2014;4,05
2014;48,00
2014;45,80
2014;4,50
2014;114,00
2014;14,25
2014;120,89
2014;10,00
2014;69,00
2014;131,00
2014;19,25
2014;12,75
2014;3,00
2014;32,30
2016;105,72
2014;10,00
2014;11,60
2014;16,70
2014;3,00
2014;12,00
2014;3,00
2014;893,61
2014;25,00
2014;687,00
2014;113,61
2014;51,17
2014;103,56
2014;86,88
2014;32,39
2014;123,35
2014;38,73
2014;38,08
2014;39,66
2014;18,00
2014;167,41
2014;61,00
2014;53,25
2014;10,00
2014;90,02
2014;37,80
2014;36,75
2014;35,00
2014;13,75
2014;13,52
2014;156,95
2014;15,60
2014;13,00
2014;10,50
2014;20,49
2014;64,00
2014;2,40
2014;148,41
2014;236,33
2014;26,60
2014;56,00
2014;34,25
2014;90,80
2014;4,50
2014;3,75
2014;28,05
2014;6,75
2014;11,00
2014;17,00
2014;9,00
2014;16,20
2014;41,67
2014;261,50
2014;21,00
2014;401,00
2014;202,50
2014;62,30
2014;51,10
2014;51,78
2014;6,00
2014;26,19
2014;51,75
2014;21,00
2014;16,70
2014;4,00
2014;47,50
2014;3,00
2014;42,00
2014;12,00
2014;18,15
2014;82,50
2014;14,55
2014;18,30
2014;27,38
2014;12,00
2014;26,00
2014;337,51
2014;14,80
2014;87,50
2014;340,05
2014;25,00
2014;11,40
2014;32,75
2014;453,13
2014;12,50
2014;320,00
2014;197,00
2015;13,50
2014;9,00
2014;7,83
2014;352,30
2014;85,73
2014;17,25
2014;935,24
2014;7,92
2014;119,01
2014;331,00
2014;35,25
2014;110,36
2014;11,00
2014;36,00
2014;21,00
2014;97,20
2014;21,06
2014;57,55
2014;12,00
2014;26,50
2014;174,76
2015;115,28
2014;10,00
2014;6,00
2014;9,00
2014;145,94
2014;348,64
2014;40,00
2014;10,00
2014;321,02
2014;68,00
2014;44,75
2014;55,28
2014;1.152,70
2014;19,50
2014;45,45
2014;4,50
2014;41,05
2015;19,75
2014;1,20
2014;35,10
2014;28,00
2014;34,50
2014;1.348,31
2014;43,20
2014;315,78
2014;250,48
2014;143,65
2014;64,05
2014;102,00
2014;22,00
2014;5,25
2014;19,04
2014;255,45
2014;9,00
2014;111,00
2014;100,90
2014;62,48
2014;20,60
2015;9,00
2014;14,00
2014;121,50
2014;3,75
2014;64,80
2014;16,00
2014;28,63
2014;12,75
2014;10,50
2014;4,00
2014;6,75
2014;277,93
2014;16,88
2014;94,13
2014;12,12
2014;78,80
2014;3,00
2014;611,81
2014;6,00
2014;22,95
2014;23,00
2014;25,75
2014;48,00
2014;196,65
2014;5,25
2014;46,50
2014;10,00
2014;227,00
2014;29,34
2014;54,00
2014;1.119,54
2014;532,70
2014;97,73
2014;24,50
2014;37,85
2014;33,75
2014;500,00
2014;500,00
2014;16,00
2014;20,00
2014;68,00
2014;25,00
2014;25,50
2014;146,80
2014;100,97
2014;47,85
2014;81,60
2014;20,04
2014;4,50
2014;26,50
2014;24,00
2014;20,00
2014;214,92
2014;6,75
2014;67,55
2014;6,00
2015;301,75
2014;18,00
2014;89,06
2014;22,10
2014;80,00
2014;31,50
2014;160,75
2014;4,50
2014;13,50
2014;41,55
2014;17,25
2014;6,00
2014;9,04
2014;22,50
2014;24,30
2014;33,25
2014;4,00
2014;431,93
2014;50,75
2014;336,16
2014;11,25
2014;150,70
2014;15,10
2014;38,25
2014;159,93
2014;5,00
2014;73,25
2014;12,00
2014;18,00
2014;65,69
2014;114,25
2014;9,00
2014;85,12
2014;64,75
2014;130,18
2014;31,75
2014;500,00
2014;59,25
2014;618,80
2014;500,00
2014;14,18
2014;12,00
2014;10,00
2014;14,00
2014;89,25
2014;21,00
2014;33,00
2014;48,75
2014;93,03
2014;42,33
2014;139,73
2014;10,50
2014;11,75
2014;90,00
2014;37,00
2014;80,50
2014;8,10
2014;85,50
2014;136,00
2014;55,00
2014;456,07
2014;294,70
2014;500,00
2014;21,25
2014;188,07
2015;12,00
2014;510,40
2014;33,75
2014;116,25
2014;70,47
2014;16,50
2014;13,50
2014;23,29
2014;260,90
2014;130,00
2014;36,25
2014;6,00
2014;845,66
2014;300,21
2015;6,00
2014;18,00
2014;85,30
2014;616,25
2014;10,50
2014;128,50
2014;500,00
2014;500,00
2014;216,50
2014;90,80
2014;4,50
2014;88,63
2014;250,66
2014;26,72
2014;102,20
2014;500,00
2014;15,00
2014;18,50
2014;364,22
2014;98,00
2014;3,00
2014;95,75
2014;58,20
2014;214,27
2014;49,73
2014;109,50
2014;81,68
2014;432,11
2014;110,03
2014;80,00
2014;84,00
2014;67,50
2014;55,00
2014;13,50
2014;63,60
2014;578,70
2014;24,00
2014;78,65
2014;30,00
2014;42,00
2014;84,00
2014;4,00
2014;196,40
2014;285,95
2014;24,25
2014;56,00
2014;6,12
2014;18,25
2014;37,80
2014;75,60
2014;68,50
2014;7,00
2014;7,00
2014;33,00
2014;339,41
2014;75,60
2014;154,26
2014;113,65
2014;74,00
2014;36,00
2014;406,16
2014;278,10
2014;33,00
2014;110,00
2014;499,19
2014;50,00
2014;59,74
2014;721,04
2017;10,00
2014;241,86
2015;6,00
2014;24,75
2014;500,00
2014;251,15
2014;500,00
2014;58,50
2014;14,80
2014;27,05
2014;66,00
2014;401,15
2014;625,75
2014;139,00
2014;56,00
2014;26,50
2014;385,35
2015;18,00
2014;56,00
2014;56,00
2014;55,90
2014;14,50
2014;56,00
2014;56,00
2014;56,00
2014;56,00
2014;56,00
2014;56,00
2014;54,00
2014;30,00
2014;21,00
2014;57,22
2014;38,60
2014;12,00
2014;119,38
2014;620,34
2014;35,75
2014;46,43
2014;196,25
2014;12,15
2014;30,71
2014;25,00
2014;748,95
2014;68,72
2014;463,74
2014;66,00
2014;7,00
2014;630,88
2014;12,49
2014;63,30
2014;21,50
2014;14,36
2014;254,58
2014;67,00
2015;1,50
2014;22,27
2014;480,00
2014;2.142,70
2014;206,21
2014;487,17
2014;560,33
2014;773,78
2014;10,25
2014;30,71
2014;12,00
2014;4,50
2014;12,00
2014;134,85
2014;15,00
2014;12,00
2014;12,00
2014;12,00
2014;327,69
2014;494,00
2014;1.000,00
2014;4.000,00
2014;17,25
2014;25,35
2014;300,00
2014;118,83
2014;59,37
2014;314,16
2014;200,00
2014;30,00
2014;100,62
2014;80,60
2014;67,08
2014;26,25
2014;26,25
2014;26,25
2014;137,45
2014;91,00
2014;116,25
2014;97,00
2014;48,40
2014;106,70
2014;19,60
2014;55,65
2014;58,81
2014;78,75
2014;96,86
2014;155,30
2014;407,65
2014;490,46
2014;9,00
2014;180,00
2014;432,62
2014;66,96
2014;471,15
2014;160,30
2014;500,00
2014;162,25
2014;4,50
2014;7,60
2014;44,35
2014;30,71
2014;696,99
2015;11,00
2014;109,00
2014;279,62
2014;279,62
2014;4,50
2014;472,04
2014;233,58
2014;342,15
2014;351,86
2014;260,00
2014;36,56
2014;42,75
2014;28,00
2014;65,00
2014;6,00
2014;302,00
2014;310,36
2014;9,00
2014;12,00
2014;24,95
2014;9,00
2014;466,00
2014;227,12
2014;90,75
2014;83,55
2014;9,90
2014;44,50
2015;65,55
2014;43,00
2014;120,00
2014;14,25
2014;89,00
2014;6,12
2014;400,00
2014;102,00
2014;15,00
2014;115,82
2014;401,00
2014;500,00
2014;142,82
2014;400,00
2014;400,00
2014;400,00
2014;400,00
2014;400,00
2014;400,00
2014;400,00
2014;400,00
2014;400,00
2014;9,00
2014;24,25
2014;28,75
2014;109,93
2014;64,80
2014;34,50
2014;151,31
2014;84,00
2014;55,73
2014;122,11
2014;9,75
2014;64,08
2014;218,75
2014;109,30
2014;28,00
2014;48,45
2014;215,06
2014;180,00
2014;203,24
2014;285,40
2014;250,00
2014;66,60
2014;500,00
2014;7,00
2014;497,97
2016;3,06
2014;22,25
2014;63,00
2014;40,74
2014;108,00
2014;500,00
2014;38,25
2014;4,50
2014;306,40
2014;89,00
2014;50,75
2014;6,00
2014;112,39
2014;500,00
2015;22,50
2014;36,25
2014;5,25
2014;6,00
2015;7,09
2014;174,65
2014;10,13
2014;7,83
2014;25,00
2014;23,26
2014;102,22
2014;3,60
2014;63,75
2014;68,50
2014;16,00
2014;413,14
2014;860,00
2014;263,35
2014;500,00
2014;24,30
2015;600,00
2014;85,05
2014;61,57
2014;500,00
2015;20,40
2014;26,25
2014;82,37
2014;4,00
2014;261,56
2014;4,50
2015;23,00
2014;121,25
2015;10,05
2014;1,80
2015;45,00
2014;398,00
2014;13,00
2015;165,19
2015;40,35
2015;40,95
2014;14,50
2014;27,00
2014;12,00
2014;24,50
2014;44,00
2014;12,00
2014;96,18
2014;399,49
2014;48,00
2014;4,00
2014;7,65
2014;244,04
2014;571,07
2014;21,60
2015;27,00
2014;25,80
2014;9,75
2014;57,31
2014;11,00
2014;9,75
2015;12,00
2014;10,50
2014;2,40
2014;12,00
2014;55,80
2015;6,73
2014;28,75
2015;3,00
2014;16,20
2014;6,00
2015;204,45
2015;8,25
2015;4,00
2015;10,20
2015;3,00
2015;200,00
2015;198,72
2015;6,00
2015;11,00
2015;15,00
2015;106,30
2015;50,00
2015;11,00
2015;36,00
2015;17,20
2015;13,00
2015;43,28
2015;94,88
2015;49,50
2015;8,10
2015;61,61
2015;6,00
2015;27,00
2015;21,00
2015;10,00
2015;21,00
2015;18,36
2015;6,30
2015;13,00
2015;4,20
2015;2,25
2015;6,00
2015;130,60
2015;16,93
2015;41,25
2015;480,40
2015;63,50
2015;157,00
2015;235,20
2015;94,30
2015;30,00
2015;277,00
2015;76,50
2015;35,00
2015;125,56
2015;18,36
2015;85,98
2015;37,46
2015;9,60
2015;5,00
2015;25,00
2015;142,24
2015;4,50
2015;24,00
2015;22,44
2015;9,00
2015;18,00
2015;16,00
2015;53,00
2015;9,00
2015;14,63
2015;15,00
2015;80,25
2015;1,20
2015;110,75
2015;5,00
2015;3,00
2015;13,50
2015;12,00
2015;23,00
2015;552,20
2015;2.402,41
2015;85,00
2015;4,00
2015;26,25
2015;4,00
2015;3,00
2015;10,00
2015;3,00
2015;33,00
2015;27,75
2015;6,00
2015;69,00
2015;58,50
2015;109,20
2015;1,80
2015;5,25
2015;33,80
2015;4,00
2015;4,50
2015;21,32
2015;14,00
2015;118,20
2015;12,00
2015;67,50
2015;14,18
2015;6,00
2015;3,75
2015;82,35
2015;27,70
2015;91,00
2015;26,25
2015;26,25
2015;65,25
2015;64,00
2015;4,50
2015;51,15
2015;13,00
2015;4,50
2015;28,56
2015;134,70
2015;7,83
2015;11,00
2015;39,19
2015;111,00
2015;39,00
2015;6,00
2015;6,00
2015;497,77
2015;20,70
2015;4,50
2015;0,30
2015;24,00
2015;10,50
2015;14,00
2015;12,25
2015;366,68
2015;4,50
2015;31,11
2015;19,00
2015;9,00
2015;156,00
2015;6,00
2015;26,00
2015;181,65
2015;57,82
2015;113,40
2015;25,25
2015;84,00
2015;128,28
2015;10,80
2015;9,00
2015;101,25
2015;3,00
2015;1,20
2015;6,00
2015;41,85
2015;5,36
2015;9,00
2015;21,25
2015;5,10
2015;57,00
2015;7,14
2015;8,10
2015;64,00
2015;85,00
2015;30,00
2015;8,10
2015;11,85
2015;19,00
2015;0,60
2015;4,00
2015;12,00
2015;6,00
2015;19,00
2015;20,25
2015;7,00
2015;10,00
2015;10,50
2015;28,50
2015;21,75
2015;11,00
2015;119,00
2015;4,60
2015;18,50
2015;8,42
2015;24,00
2015;5,25
2015;10,80
2015;21,35
2015;48,00
2015;30,38
2015;48,60
2015;12,00
2015;3,30
2015;36,25
2015;6,00
2015;398,60
2015;2.760,58
2015;15,00
2015;3,00
2015;232,61
2015;31,50
2015;30,00
2015;12,00
2016;20,50
2015;7,50
2016;14,00
2015;20,40
2016;4,50
2016;23,25
2016;15,75
2015;11,00
2016;80,00
2015;28,50
2015;24,14
2016;116,00
2016;32,13
2016;34,43
2016;15,00
2015;55,57
2016;494,19
2015;6,00
2015;27,54
2015;26,25
2015;14,25
2015;33,75
2015;7,00
2015;15,50
2015;5,40
2015;39,96
2015;14,00
2015;27,00
2015;49,44
2015;496,64
2015;10,75
2015;214,00
2015;229,35
2015;26,25
2015;155,96
2015;54,00
2015;13,16
2015;31,82
2015;250,00
2015;3,00
2015;18,00
2015;252,76
2015;8,25
2015;87,95
2015;54,77
2015;3,00
2015;103,00
2015;383,41
2015;160,00
2015;12,50
2015;62,09
2015;17,54
2015;35,78
2015;26,26
2015;12,00
2015;18,00
2015;18,00
2015;13,01
2015;33,75
2015;10,60
2015;9,45
2015;41,25
2015;19,13
2015;159,15
2015;200,30
2015;6,75
2015;15,00
2015;12,00
2015;22,40
2015;199,69
2015;9,00
2015;54,00
2015;11,22
2015;9,00
2015;6,00
2015;87,75
2016;11,25
2015;61,00
2015;4,73
2015;30,00
2015;22,00
2015;166,44
2018;15,00
2015;223,79
2015;13,50
2015;35,25
2015;3,00
2015;26,25
2015;28,95
2015;86,25
2015;6,00
2015;15,75
2015;147,25
2015;10,00
2015;79,50
2015;55,28
2015;6,00
2015;166,50
2015;7,00
2015;47,70
2015;3,00
2015;11,00
2015;4,50
2015;16,50
2015;34,43
2015;21,00
2015;82,25
2015;8,00
2015;267,34
2015;440,64
2015;12,15
2015;18,75
2015;2,00
2015;56,52
2015;5,70
2015;347,98
2015;7,80
2015;24,55
2015;6,00
2015;35,75
2015;10,00
2015;410,67
2015;52,00
2015;20,25
2015;144,25
2019;5,25
2015;92,00
2015;17,00
2015;4,00
2015;5,25
2015;9,00
2015;29,25
2015;14,25
2015;56,00
2015;67,59
2015;11,78
2015;512,41
2015;157,50
2015;32,25
2015;4,50
2015;49,00
2015;24,00
2015;166,50
2015;60,55
2015;60,15
2016;444,54
2015;6,00
2015;26,25
2015;41,25
2015;17,50
2015;17,00
2015;15,00
2015;63,50
2015;11,00
2015;2,40
2015;4,00
2015;140,00
2016;43,75
2015;7,00
2015;18,00
2015;9,00
2015;107,10
2015;16,00
2015;145,57
2015;346,00
2015;52,25
2015;369,80
2015;75,50
2015;189,64
2015;10,80
2015;5,06
2015;66,10
2015;0,60
2015;91,55
2015;29,25
2015;301,06
2015;4,50
2015;140,46
2016;25,19
2015;6,00
2015;4,00
2015;5,60
2015;10,00
2015;4,00
2015;127,39
2015;36,00
2015;61,69
2015;19,00
2015;6,00
2015;65,37
2015;115,75
2015;9,00
2015;34,00
2015;239,11
2015;3,00
2015;4,50
2015;24,00
2015;9,00
2015;67,61
2015;7,20
2015;3,00
2015;28,27
2015;22,34
2015;155,64
2015;22,50
2015;9,75
2015;490,00
2015;60,00
2015;90,31
2015;459,43
2015;133,75
2015;56,00
2015;59,08
2015;4,00
2015;11,25
2015;20,25
2015;81,13
2015;27,00
2015;3,00
2015;14,25
2015;4,50
2015;500,97
2015;20,00
2015;7,00
2015;159,15
2015;153,45
2015;40,75
2015;21,00
2015;64,53
2015;12,00
2015;14,99
2015;91,90
2019;17,30
2015;25,65
2015;50,25
2015;23,29
2015;14,00
2015;38,78
2015;45,50
2015;4,50
2015;14,00
2015;11,00
2015;27,00
2015;6,12
2015;156,45
2015;430,60
2015;2,25
2015;55,53
2015;11,25
2015;82,53
2015;151,75
2015;25,50
2015;4,50
2015;45,50
2015;125,73
2015;75,00
2015;207,05
2015;11,00
2015;5,25
2015;171,50
2015;104,24
2015;36,50
2015;16,20
2015;6,00
2015;11,00
2015;41,50
2015;24,00
2015;95,25
2015;12,00
2015;23,89
2015;18,23
2015;8,50
2016;9,75
2015;4,50
2015;8,50
2016;98,00
2015;131,00
2015;18,23
2015;116,58
2015;3,00
2015;8,00
2015;7,09
2015;22,00
2015;3,75
2015;4,60
2015;30,00
2015;295,65
2015;121,50
2015;7,50
2015;60,00
2015;374,00
2015;3,00
2015;5,10
2015;39,25
2015;67,20
2015;59,02
2015;30,00
2015;42,72
2015;6,30
2015;45,34
2015;27,54
2015;9,00
2015;16,00
2015;37,50
2015;3,75
2015;18,81
2015;86,28
2015;12,15
2015;18,00
2015;66,15
2015;690,70
2015;150,00
2016;8,10
2015;38,36
2015;10,00
2015;26,25
2015;108,75
2015;114,25
2015;87,75
2015;314,97
2015;98,50
2015;158,50
2015;5,25
2015;8,00
2015;114,27
2015;71,50
2015;73,92
2015;9,00
2015;13,77
2015;41,00
2015;3,04
2015;36,15
2015;120,44
2015;8,50
2015;10,13
2015;280,30
2015;24,15
2015;17,21
2015;83,00
2015;4,00
2015;9,00
2015;6,00
2015;23,40
2015;56,05
2015;44,75
2015;66,27
2015;64,50
2015;13,00
2015;19,00
2015;129,17
2015;5,25
2015;54,42
2015;66,04
2015;8,16
2015;138,00
2015;6,00
2015;48,00
2015;49,55
2015;4,50
2015;12,75
2015;6,12
2015;68,03
2015;34,00
2015;6,00
2015;1,20
2015;30,25
2015;36,25
2015;26,00
2015;16,50
2015;33,89
2015;9,75
2015;13,77
2015;230,05
2015;16,00
2015;152,28
2015;4,50
2015;227,70
2015;32,40
2015;3,00
2016;9,75
2015;2,85
2015;30,75
2015;24,00
2015;126,23
2015;17,50
2015;945,63
2015;21,00
2016;9,00
2015;30,00
2015;6,00
2015;9,11
2015;12,00
2015;26,00
2015;18,00
2015;76,95
2015;40,00
2015;42,25
2015;13,50
2015;22,75
2015;25,20
2015;21,00
2015;76,00
2015;30,50
2015;26,25
2015;192,45
2015;9,60
2015;8,00
2015;10,60
2015;22,00
2015;18,31
2015;23,21
2015;54,00
2015;35,00
2015;37,00
2015;99,70
2015;348,75
2015;210,80
2015;138,09
2015;21,80
2015;41,98
2015;21,25
2015;6,00
2015;11,00
2015;21,35
2015;18,01
2015;514,60
2015;10,65
2015;51,30
2015;498,80
2015;137,23
2015;216,13
2015;57,00
2015;7,50
2015;9,98
2015;35,70
2015;126,85
2015;300,00
2015;33,86
2015;10,80
2015;51,15
2015;47,50
2015;6,00
2015;6,00
2015;37,50
2015;52,58
2015;54,00
2015;14,00
2015;12,00
2015;23,25
2015;5,20
2015;54,00
2015;8,00
2015;44,25
2016;24,00
2015;64,75
2015;85,00
2015;3,00
2015;12,00
2015;77,00
2015;54,00
2016;4,50
2015;49,50
2015;18,90
2015;2,30
2015;18,75
2015;6,80
2015;493,00
2015;54,00
2015;201,75
2015;55,00
2015;7,50
2015;12,00
2015;4,00
2015;155,25
2015;28,00
2015;368,70
2015;65,50
2015;6,17
2015;9,00
2015;253,11
2015;14,85
2015;5,08
2015;7,20
2015;42,75
2015;54,00
2015;54,00
2015;17,00
2015;11,78
2015;3,00
2015;141,05
2015;40,25
2015;26,00
2015;134,50
2015;54,00
2015;54,00
2015;16,00
2015;65,00
2015;12,00
2015;109,75
2015;18,00
2015;320,00
2015;187,55
2015;4,50
2015;178,00
2015;246,75
2015;45,00
2015;38,00
2015;188,10
2016;3,75
2015;9,45
2015;325,55
2015;138,60
2015;58,46
2015;33,00
2015;16,43
2015;79,65
2015;43,75
2015;62,18
2015;26,25
2015;24,98
2015;33,50
2015;60,00
2015;216,33
2015;35,30
2015;21,75
2015;14,00
2016;154,81
2015;30,00
2015;351,82
2019;16,50
2015;166,96
2015;606,73
2015;145,73
2015;96,50
2015;7,20
2015;50,00
2015;27,00
2016;8,00
2015;3,00
2015;44,50
2015;16,00
2015;66,00
2015;98,34
2015;52,80
2015;41,85
2015;77,50
2015;13,50
2015;68,81
2015;61,31
2015;205,20
2015;2,25
2015;35,19
2016;15,00
2015;59,75
2015;38,50
2015;478,88
2015;10,20
2015;21,11
2015;28,35
2015;435,88
2015;372,50
2015;6,00
2015;10,80
2015;29,25
2015;12,00
2015;19,00
2015;120,10
2015;10,60
2015;482,40
2016;6,00
2015;15,75
2015;5,00
2015;49,45
2015;34,00
2015;37,75
2015;34,25
2015;7,14
2015;201,00
2015;17,00
2015;97,00
2015;22,99
2015;4,50
2015;167,05
2015;26,11
2015;334,70
2015;334,30
2015;60,00
2015;12,25
2015;51,00
2015;225,00
2015;125,00
2015;14,71
2015;16,50
2015;6,00
2015;3,45
2015;179,75
2015;187,96
2015;6,00
2015;12,00
2015;218,30
2015;0,30
2015;27,00
2015;740,25
2015;27,00
2015;5,25
2015;46,00
2015;65,91
2015;27,44
2015;495,00
2015;382,83
2015;10,00
2015;298,00
2015;40,50
2016;16,00
2015;9,60
2015;70,00
2015;5,40
2015;14,25
2015;179,55
2015;180,00
2015;42,75
2015;18,90
2015;32,25
2015;54,00
2015;37,95
2015;4,00
2015;29,84
2015;754,99
2015;207,75
2015;23,29
2015;4,50
2015;238,50
2015;0,60
2015;59,31
2015;40,75
2015;161,84
2015;263,25
2015;54,90
2015;151,88
2015;10,82
2015;175,86
2015;35,50
2015;44,30
2015;179,44
2015;5,40
2015;26,01
2015;110,00
2015;120,00
2015;404,10
2015;43,25
2015;97,31
2015;18,00
2015;68,90
2015;390,00
2015;86,00
2015;14,00
2015;4,50
2015;116,25
2015;162,30
2015;147,47
2015;26,25
2015;26,25
2015;87,68
2015;33,66
2015;114,00
2015;16,20
2015;138,00
2015;61,85
2015;12,50
2015;13,50
2015;89,10
2015;11,80
2015;4,50
2015;26,50
2015;150,00
2015;310,06
2016;8,00
2015;28,00
2015;35,57
2015;31,00
2015;165,00
2015;22,00
2015;68,50
2015;55,99
2015;5,25
2015;56,00
2016;52,75
2015;25,50
2016;7,05
2015;12,50
2015;12,75
2015;25,76
2016;247,06
2015;107,00
2015;4,50
2015;36,26
2015;133,34
2015;112,73
2015;26,78
2015;19,00
2015;66,00
2015;80,00
2015;3,00
2016;11,25
2015;20,25
2015;69,00
2015;43,00
2015;184,40
2015;9,45
2015;24,00
2015;223,18
2015;53,00
2015;5,10
2015;91,00
2015;80,00
2015;35,75
2015;162,44
2015;6,00
2015;101,25
2015;63,41
2015;38,80
2015;7,50
2015;28,75
2015;12,49
2016;430,82
2015;65,19
2015;219,54
2015;84,00
2015;275,65
2015;36,15
2015;105,21
2015;369,00
2015;16,20
2015;82,64
2015;21,00
2015;186,25
2015;300,00
2015;15,75
2015;443,40
2015;15,00
2015;3,00
2015;67,50
2015;13,90
2015;1.064,45
2015;153,90
2015;53,25
2015;15,35
2015;80,25
2015;19,50
2015;32,55
2015;460,00
2015;84,78
2015;118,26
2015;2,25
2016;3,00
2016;100,50
2015;170,26
2019;9,65
2015;6,00
2015;35,00
2015;80,25
2015;98,75
2015;16,00
2015;19,50
2015;103,00
2015;300,00
2015;13,00
2015;24,23
2015;10,00
2015;14,25
2015;30,75
2015;89,12
2015;58,00
2015;156,00
2015;79,73
2015;163,75
2015;70,00
2015;21,75
2015;6,00
2015;26,00
2015;30,00
2015;9,75
2015;52,00
2016;24,00
2015;344,70
2015;51,30
2015;10,40
2015;167,75
2015;35,81
2015;167,25
2015;3,75
2015;60,75
2016;22,50
2015;166,69
2015;82,00
2015;70,88
2015;10,00
2015;41,25
2015;200,00
2015;6,00
2015;60,00
2015;5,25
2015;15,00
2016;40,25
2015;57,00
2016;15,00
2015;426,00
2015;20,50
2015;196,75
2015;5,25
2016;10,00
2015;93,00
2015;62,00
2015;429,30
2016;101,51
2015;61,50
2015;75,30
2016;171,25
2015;105,20
2015;97,80
2016;11,25
2015;22,00
2015;367,32
2015;48,25
2015;320,00
2015;20,00
2015;48,50
2015;80,25
2015;183,00
2015;12,00
2015;1.029,41
2015;15,00
2015;16,50
2015;154,50
2015;268,50
2015;376,50
2015;252,19
2015;83,19
2015;313,58
2015;58,50
2015;10,50
2015;383,28
2016;45,25
2015;12,15
2015;27,49
2015;62,25
2015;154,25
2016;30,00
2015;448,00
2015;12,75
2015;113,25
2016;47,11
2015;12,00
2015;9,25
2016;17,50
2015;460,00
2015;12,19
2015;25,00
2015;150,00
2015;721,91
2015;87,98
2015;150,00
2015;52,50
2015;123,00
2015;160,00
2015;201,00
