Ano;Esforço PF
2012;25,00
2012;46,00
2012;178,00
2012;23,80
2012;68,00
2012;105,00
2012;271,40
2012;110,75
2012;342,37
2012;6,00
2012;18,00
2012;24,00
2012;32,00
2012;0,60
2012;0,90
2012;35,00
2012;19,00
2012;26,46
2012;12,00
2012;78,00
2012;82,00
2012;10,00
2012;3,00
2012;19,00
2012;27,00
2012;4,35
2013;1,20
2012;113,00
2012;3,00
2012;11,00
2012;79,78
2012;36,00
2012;46,00
2012;10,00
2012;265,00
2012;10,00
2012;70,00
2012;16,35
2012;43,00
2012;12,00
2012;4,50
2012;18,00
2012;6,00
2012;43,00
2012;12,00
2012;160,00
2012;9,00
2013;0,60
2012;17,00
2012;3,80
2012;10,00
2012;9,00
2012;6,00
2012;16,75
2012;112,00
2012;37,00
2012;1.096,65
2012;33,00
2012;68,90
2012;142,40
2012;108,40
2012;11,75
2012;51,00
2012;16,00
2017;6,85
2012;7,80
2012;31,00
2012;55,00
2012;94,55
2012;24,75
2012;75,25
2012;20,50
2012;4,00
2012;9,00
2012;73,75
2012;108,50
2012;284,35
2012;9,45
2012;17,00
2012;117,30
2012;74,25
2012;6,00
2012;271,00
2012;25,00
2017;109,48
2012;44,00
2012;17,00
2012;8,00
2012;514,00
2012;18,00
2012;182,87
2012;5,00
2012;100,00
2012;59,15
2012;39,00
2012;500,00
2012;0,60
2012;16,00
2012;42,00
2012;202,00
2012;9,00
2012;132,60
2012;24,00
2013;944,60
2012;134,64
2012;30,00
2012;18,00
2012;12,00
2012;16,00
2012;4,50
2012;6,00
2012;52,00
2012;1,20
2012;50,00
2012;7,00
2012;0,60
2012;20,00
2012;177,55
2012;334,05
2012;34,00
2012;15,00
2012;75,00
2012;4,00
2014;408,51
2012;7,00
2012;56,50
2012;6,00
2014;6,00
2012;145,00
2012;20,25
2012;7,00
2012;32,00
2012;4,50
2012;65,11
2012;1,20
2012;512,00
2012;82,00
2012;8,00
2012;156,00
2012;19,00
2012;4,00
2012;103,00
2012;18,00
2012;3,50
2012;4,50
2012;14,00
2012;35,00
2012;20,00
2012;346,00
2012;35,25
2012;0,60
2012;4,00
2012;63,00
2012;67,43
2012;191,57
2012;24,00
2012;5,05
2012;65,00
2012;13,00
2012;3,00
2012;6,00
2013;22,00
2012;17,00
2012;119,00
2012;842,35
2012;6,00
2012;17,00
2012;7,00
2012;0,60
2012;6,00
2012;802,20
2012;6,00
2012;9,00
2012;29,00
2012;6,00
2012;105,00
2012;37,85
2013;19,00
2012;14,00
2012;724,00
2012;0,50
2012;0,50
2012;14,00
2012;42,00
2012;223,25
2012;5,00
2012;7,00
2012;58,80
2012;49,92
2017;17,16
2012;25,00
2012;249,00
2012;18,50
2012;17,00
2012;5.016,42
2012;8,00
2013;63,00
2013;46,00
2012;66,00
2012;2,50
2012;7,00
2012;4,50
2012;146,00
2012;14,00
2012;138,80
2012;326,70
2012;30,00
2012;3,00
2012;9,00
2012;3,00
2012;7,00
2012;12,00
2012;4,00
2012;31,00
2012;31,00
2012;30,00
2012;10,00
2012;59,55
2012;158,50
2012;269,00
2012;7,00
2012;4,50
2012;4,50
2012;0,60
2012;26,00
2012;234,52
2012;5,00
2012;8,75
2012;13,00
2012;15,00
2012;24,00
2012;115,00
2012;41,00
2012;5,00
2012;12,00
2012;29,00
2012;12,00
2012;466,69
2012;18,00
2012;79,00
2012;66,50
2012;72,45
2012;36,25
2012;38,40
2012;62,00
2012;9,00
2012;3,00
2012;39,00
2012;151,00
2012;46,00
2012;41,80
2012;88,00
2012;26,60
2012;1.186,90
2012;7,00
2012;77,75
2012;21,00
2012;179,41
2012;159,04
2012;15,00
2012;4,50
2012;15,00
2012;22,00
2012;135,00
2012;26,00
2012;176,00
2012;177,00
2012;29,00
2012;7,00
2012;30,50
2012;185,10
2012;162,00
2012;66,00
2012;60,00
2012;7,00
2012;220,00
2012;7,00
2012;14,00
2012;22,61
2012;3,00
2012;12,00
2012;47,75
2012;41,50
2012;8,00
2012;25,00
2012;24,00
2012;68,44
2012;87,00
2012;33,60
2012;9,00
2012;86,00
2012;53,74
2012;83,00
2012;19,05
2012;24,00
2012;465,26
2012;19,00
2012;7,00
2012;683,53
2012;30,00
2012;19,00
2012;18,00
2012;14,00
2012;43,95
2012;14,40
2012;6,00
2012;50,70
2012;89,00
2012;100,00
2012;139,15
2012;4,50
2012;4,00
2012;141,75
2012;12,00
2012;327,00
2012;159,60
2012;179,25
2012;37,00
2012;175,30
2012;66,25
2012;33,80
2012;101,00
2012;61,00
2012;346,05
2012;67,50
2012;154,52
2012;110,00
2012;30,95
2012;6,00
2012;30,00
2012;31,40
2012;39,00
2012;4,50
2012;11,00
2012;4,50
2012;311,70
2012;37,00
2012;277,80
2012;34,00
2012;30,00
2012;138,00
2012;137,00
2012;6,00
2012;229,50
2012;657,32
2012;10,00
2012;19,80
2012;12,00
2012;6,00
2012;302,00
2012;3,50
2012;107,48
2012;2.009,00
2012;36,00
2012;159,80
2012;14,00
2012;78,00
2012;302,49
2012;495,00
2012;3,00
2012;369,25
2012;18,00
2012;50,19
2012;128,00
2012;40,90
2012;218,50
2012;27,00
2012;843,22
2012;146,85
2012;450,00
2012;310,89
2012;274,96
2012;6,00
2012;104,00
2012;18,00
2012;16,00
2012;65,50
2012;73,50
2012;38,00
2012;3,00
2012;30,25
2012;26,50
2012;7,00
2012;64,80
2012;14,00
2012;12,00
2012;5,25
2012;104,00
2012;2,00
2012;9,00
2012;21,00
2012;22,00
2012;4,00
2012;4,00
2012;125,00
2012;22,77
2012;7,60
2012;28,00
2012;23,25
2012;641,00
2012;317,00
2012;6,00
2012;4,50
2012;4,50
2014;12,00
2012;14,00
2012;6,00
2012;18,00
2012;29,00
2012;54,25
2012;636,48
2015;17,00
2012;80,60
2012;6,30
2012;15,00
2012;174,00
2012;24,00
2012;12,00
2012;12,00
2012;143,65
2012;24,00
2012;33,00
2012;575,66
2012;13,00
2012;219,00
2012;3,00
2012;1.000,00
2012;18,00
2012;18,00
2012;47,00
2012;6,00
2012;28,00
2012;6,00
2012;17,70
2012;28,00
2012;21,00
2012;10,50
2012;35,00
2012;12,00
2012;6,00
2012;4,50
2012;7,90
2012;7,90
2012;3.427,86
2017;27,00
2012;9,00
2012;26,00
2012;7,90
2012;7,50
2016;6,00
2012;6,00
2012;4,50
2012;173,00
2012;6,00
2012;57,00
2013;9,50
2012;48,00
2012;30,00
2012;7,50
2012;44,00
2012;50,00
2012;12,00
2012;7,00
2012;146,20
2012;52,00
2012;66,83
2012;300,00
2012;6,00
2012;5,25
2012;34,45
2012;18,39
2012;13,00
2012;32,00
2012;14,00
2012;36,80
2012;13,00
2012;6,00
2012;23,00
2012;78,40
2012;10,00
2012;133,00
2012;160,00
2012;20,00
2012;10,00
2012;59,55
2013;4,00
2013;3,00
2013;48,00
2013;6,00
2013;62,70
2013;59,85
2013;16,00
2013;13,00
2013;42,00
2013;13,00
2013;7,00
2013;269,00
2013;61,80
2013;1,60
2013;6,50
2013;34,00
2013;6,75
2013;7,60
2013;23,00
2013;19,00
2013;3,00
2013;10,00
2013;1.153,49
2017;20,00
2013;12,00
2013;2,40
2013;17,25
2013;16,00
2013;12,00
2013;16,00
2013;6,00
2013;42,00
2013;21,00
2013;926,90
2013;32,00
2013;400,34
2013;7,60
2013;27,00
2013;3,00
2013;6,00
2013;18,00
2013;93,00
2013;6,00
2013;59,00
2013;14,00
2013;135,50
2013;6,00
2013;8,00
2013;52,00
2013;6,00
2013;4,50
2013;108,20
2013;4,00
2013;6,00
2013;4,00
2013;11,00
2013;13,80
2013;69,73
2013;18,00
2013;1.139,85
2013;4,00
2013;918,33
2013;138,00
2013;78,41
2013;36,80
2013;0,50
2013;18,00
2013;29,00
2013;4,00
2013;40,50
2013;9,00
2013;274,62
2013;302,40
2013;19,20
2013;10,00
2013;58,42
2013;16,00
2013;291,60
2013;9,00
2013;49,00
2013;14,00
2013;10,00
2013;15,00
2013;15,80
2013;31,00
2013;42,55
2013;157,75
2013;42,00
2013;6,00
2013;9,00
2013;56,00
2013;3,00
2013;70,00
2013;7,00
2013;4,00
2013;3,50
2013;19,50
2013;16,00
2013;48,00
2013;21,60
2013;46,00
2013;7,60
2013;10,00
2013;6,00
2013;15,00
2013;167,75
2013;37,80
2013;23,80
2013;3,50
2013;6,00
2013;102,00
2013;22,00
2013;22,00
2013;15,00
2013;6,00
2013;177,50
2013;26,45
2013;20,00
2013;33,80
2013;11,52
2013;0,60
2013;6,00
2013;31,00
2013;44,00
2013;39,00
2013;91,00
2013;4,60
2013;3,50
2013;15,00
2013;9,00
2013;4,50
2013;4,50
2014;71,25
2013;10,00
2013;4,00
2013;4,00
2013;65,00
2013;12,00
2013;10,00
2013;56,00
2013;3,00
2013;125,50
2013;69,00
2013;30,00
2013;10,00
2013;580,70
2017;45,70
2013;174,64
2013;444,50
2013;46,88
2013;56,25
2013;14,00
2013;916,06
2013;230,96
2013;108,25
2013;285,53
2013;203,82
2013;387,60
2013;45,00
2013;72,00
2013;18,00
2013;19,00
2013;142,00
2013;9,30
2013;8,80
2013;18,00
2013;25,25
2013;119,80
2013;168,00
2013;55,75
2013;32,20
2013;109,50
2013;76,05
2013;6,00
2013;8,00
2013;4,50
2013;4,50
2013;4,50
2013;4,50
2013;5,25
2013;42,00
2013;4,50
2013;23,00
2013;32,00
2013;3,00
2013;5,25
2013;110,00
2013;30,00
2013;12,00
2013;21,11
2013;1.028,24
2013;78,00
2013;6,00
2013;104,75
2013;104,75
2013;47,00
2013;28,00
2013;30,63
2013;6,00
2013;30,00
2013;483,00
2013;33,00
2013;369,40
2013;228,75
2013;320,69
2013;21,00
2013;75,35
2013;33,00
2013;88,37
2013;55,00
2017;121,56
2013;67,10
2013;15,00
2013;769,51
2013;6,00
2013;27,00
2013;65,01
2013;58,50
2013;6,00
2013;15,00
2013;10,80
2013;50,20
2013;14,00
2013;600,70
2013;6,00
2013;15,00
2013;193,20
2013;23,00
2013;35,00
2013;24,00
2013;24,00
2013;42,00
2013;81,75
2013;10,00
2013;11,00
2013;21,00
2013;79,00
2013;306,34
2013;14,00
2019;145,50
2013;21,00
2013;97,27
2013;275,00
2013;354,00
2013;184,00
2013;20,00
2013;76,80
2013;2,40
2013;3,00
2013;42,00
2013;22,00
2013;68,00
2013;206,70
2013;19,00
2013;35,00
2013;62,00
2013;9,60
2013;51,25
2013;6,00
2013;24,00
2013;14,00
2013;131,63
2013;120,00
2013;24,00
2013;27,00
2013;20,00
2013;125,00
2013;91,80
2013;24,00
2013;173,00
2013;31,00
2013;22,50
2013;5,25
2013;11,00
2013;11,25
2013;33,00
2013;52,00
2013;11,50
2013;12,00
2013;148,50
2013;15,00
2013;19,00
2013;108,00
2013;119,00
2013;124,75
2013;27,10
2013;155,55
2013;12,00
2013;106,24
2013;12,00
2013;12,00
2013;72,54
2013;4,00
2013;4,00
2013;36,00
2013;13,50
2013;10,00
2013;11,00
2013;6,00
2013;97,00
2013;3,75
2013;19,00
2013;311,00
2013;15,00
2013;56,00
2013;70,70
2013;15,00
2013;14,00
2013;441,82
2013;5,00
2013;23,00
2013;18,00
2013;4,00
2013;733,26
2013;90,00
2013;65,00
2013;31,00
2013;31,00
2013;42,00
2013;35,00
2013;38,00
2013;54,22
2013;229,83
2013;20,80
2013;298,23
2013;696,48
2013;39,82
2013;67,60
2013;20,00
2013;13,40
2013;34,25
2013;59,97
2013;41,79
2015;19,50
2013;63,49
2013;16,00
2013;42,60
2013;177,16
2013;80,00
2013;315,00
2013;130,56
2013;16,00
2013;12,00
2013;160,00
2013;367,81
2013;20,81
2013;51,30
2013;28,00
2013;195,41
2013;120,00
2014;78,55
2013;133,80
2013;30,00
2013;354,66
2013;167,75
2013;128,00
2013;32,00
2013;126,00
2013;55,60
2013;70,40
2013;5,25
2013;18,60
2013;6,00
2013;75,75
2013;62,75
2013;50,95
2013;206,24
2013;13,00
2013;991,75
2013;260,73
2013;29,10
2013;31,20
2013;352,30
2013;128,39
2013;16,00
2013;12,00
2013;3,00
2013;12,17
2013;9,00
2013;10,00
2013;24,00
2013;4,00
2013;54,00
2013;45,00
2013;45,05
2013;140,00
2013;13,80
2013;34,00
2013;313,35
2013;60,60
2013;3,00
2013;105,00
2013;15,00
2013;35,00
2013;89,45
2013;33,24
2013;300,00
2013;11,00
2013;50,00
2013;36,00
2013;10,00
2013;1.122,00
2013;27,25
2013;44,00
2013;57,15
2013;68,60
2013;6,00
2013;44,00
2013;30,00
2013;75,75
2013;18,00
2013;42,75
2013;29,25
2013;15,00
2013;49,66
2013;26,00
2013;48,75
2013;30,00
2013;304,21
2013;30,00
2019;1.108,72
2013;91,89
2013;54,90
2013;10,00
2013;332,55
2013;46,66
2013;5,25
2013;35,50
2013;500,00
2013;300,00
2013;68,00
2013;14,20
2013;14,25
2013;219,00
2013;334,64
2013;5,00
2013;118,09
2013;268,20
2013;43,50
2013;554,20
2013;11,00
2013;276,10
2013;69,00
2013;361,95
2013;11,25
2013;507,58
2013;24,00
2013;54,00
2013;139,69
2013;18,00
2013;9,00
2013;41,59
2013;24,75
2013;22,00
2013;166,25
2013;85,97
2013;31,88
2013;158,70
2013;14,00
2013;14,00
2013;3,00
2013;3,00
2013;7,00
2013;10,00
2013;128,00
2013;369,00
2013;28,00
2013;19,79
2013;27,00
2013;420,28
2013;703,86
2013;42,75
2013;14,00
2013;20,00
2013;121,50
2013;336,77
2013;124,43
2013;61,09
2013;6,00
2013;390,52
2013;20,52
2013;6,60
2013;179,50
2013;27,00
2013;25,00
2013;39,57
2013;89,00
2013;4,50
2013;4,50
2013;4,50
2013;31,30
2013;453,74
2013;22,00
2013;94,35
2013;43,10
2013;19,50
2013;120,00
2013;22,00
2013;36,00
2013;746,80
2013;356,45
2013;6,00
2014;7,00
2013;9,00
2013;59,25
2013;10,00
2013;126,00
2013;70,00
2013;6,00
2013;4,50
2013;3,00
2013;8,00
2013;4,50
2018;5,25
2014;89,81
2013;4,00
2013;129,50
2013;32,00
2013;10,80
2013;15,00
2013;6,12
2013;6,00
2013;28,35
2013;711,49
2013;146,40
2013;6,00
2013;5,00
2013;28,00
2013;60,30
2013;44,00
2013;9,00
2013;18,00
2013;39,00
2013;198,00
2013;1.237,52
2013;24,00
2013;6,12
2013;26,27
2013;160,25
2014;12,00
2013;0,60
2013;62,25
2013;10,50
2013;11,00
2013;78,75
2013;54,00
2013;64,85
2013;10,00
2013;169,00
2013;103,28
2013;138,00
2013;164,00
2013;153,00
2013;5,00
2013;29,75
2013;81,00
2013;0,60
2013;3,00
2013;184,30
2013;57,63
2013;101,42
2013;38,00
2013;415,61
2017;28,00
2013;4,50
2013;78,00
2013;26,00
2013;47,40
2013;20,00
2013;341,81
2013;8,00
2013;10,29
2013;111,85
2013;15,00
2013;68,00
2013;48,00
2013;4,00
2013;11,00
2013;12,00
2013;365,85
2013;5,25
2013;12,00
2013;45,10
2013;20,00
2013;28,50
2013;1,20
2013;47,25
2013;10,00
2013;134,31
2013;60,38
2013;682,60
2013;134,85
2013;27,00
2013;33,00
2013;15,75
2013;5,25
2014;514,33
2013;47,20
2013;5,00
2013;12,00
2013;7,05
2013;327,30
2013;18,70
2013;30,25
2013;22,00
2013;14,00
2013;3,00
2013;45,00
2013;44,00
2013;14,00
2013;183,00
2013;18,75
2013;25,80
2013;22,00
2013;14,00
2013;462,70
2013;10,00
2013;5,12
2013;54,00
2013;22,95
2013;37,00
2013;9,45
2013;48,00
2013;20,00
2013;32,00
2013;4,35
2013;38,00
2013;97,75
2013;136,74
2013;6,00
2013;7,50
2013;45,10
2013;25,65
2013;45,75
2013;62,81
2013;18,00
2013;38,00
2013;42,00
2013;7,00
2013;6,00
2013;646,82
2013;42,00
2013;57,00
2013;33,50
2013;7,20
2013;71,35
2013;121,25
2013;80,60
2013;24,55
2013;211,00
2013;271,25
2013;24,00
2013;16,00
2013;5,25
2013;5,25
2013;23,25
2013;8,50
2013;7,50
2013;1.162,63
2013;415,66
2013;893,00
2013;182,25
2013;233,13
2013;6,00
2013;42,00
2014;30,75
2013;69,63
2013;220,00
2013;126,25
2013;18,85
2013;25,00
2013;52,58
2013;187,58
2013;60,00
2013;14,00
2013;11,00
2013;433,75
2013;224,20
2013;14,00
2013;4,50
2013;6,75
2013;68,00
2013;39,00
2013;24,50
2013;74,20
2013;18,60
2013;12,00
2018;16,00
2013;15,00
2013;168,00
2013;706,89
2013;285,25
2013;4,50
2013;117,50
2013;12,00
2013;10,00
2013;600,00
2013;1,40
2013;71,50
2013;78,50
2013;24,00
2013;54,00
2013;13,00
2013;1.116,61
2013;342,00
2013;428,25
2013;150,00
2013;42,00
2013;12,00
2013;32,00
2013;32,50
2013;490,15
2013;48,75
2013;43,00
2013;11,40
2013;36,10
2013;54,00
2013;12,75
2013;19,50
2013;58,50
2013;12,40
2013;12,40
2013;21,00
2013;153,00
2013;12,40
2013;12,00
2013;28,00
2013;19,50
2013;7,00
2013;54,00
2013;54,00
2013;39,00
2013;121,58
2013;68,05
2013;8,25
2013;2,25
2013;17,25
2013;232,38
2013;4,05
2013;42,00
2013;65,45
2013;47,30
2013;23,10
2013;15,00
2013;0,60
2013;14,28
2013;114,73
2013;48,60
2013;199,45
2013;24,00
2013;12,00
2013;17,00
2013;46,68
2013;9,75
2013;14,00
2013;257,28
2013;94,00
2013;238,72
2013;24,00
2013;13,80
2013;54,00
2013;60,30
2013;21,00
2013;6,12
2013;100,00
2013;32,00
2013;65,65
2013;23,00
2013;23,00
2013;14,70
2013;781,65
2013;68,10
2013;123,45
2013;2,25
2013;19,00
2013;49,00
2013;28,50
2013;41,15
2013;32,71
2013;141,25
2013;60,30
2013;2,80
2013;37,00
2013;347,75
2013;11,00
2013;400,46
2013;148,00
2013;28,20
2013;23,90
2013;90,00
2013;3,60
2013;9,00
2014;18,00
2013;20,25
2013;80,29
2013;12,00
2013;195,10
2013;49,50
2013;24,00
2013;73,44
2013;18,20
2013;79,65
2013;626,87
2013;60,30
2013;234,34
2013;22,75
2013;104,46
2013;17,50
2013;28,00
2013;8,00
2013;10,50
2013;251,35
2014;142,70
2013;258,00
2013;60,30
2013;35,00
2013;753,72
2013;36,00
2013;48,06
2013;60,30
2013;83,34
2015;484,90
2015;658,07
2015;415,93
2013;3,00
2013;245,99
2013;68,48
2013;32,00
2013;3,00
2013;47,38
2013;202,00
2013;54,00
2013;54,00
2013;313,00
2013;12,00
2013;244,75
2013;154,50
2013;12,75
2013;4,50
2013;483,18
2013;28,00
2013;56,70
2013;43,25
2013;10,20
2013;42,00
2013;18,30
2013;20,00
2013;21,00
2013;59,00
2013;87,50
2013;158,00
2013;377,25
2013;268,50
2013;34,10
2013;494,00
2013;3,00
2013;29,25
2013;64,50
2013;500,00
2013;113,99
2013;21,00
2013;204,14
2013;139,50
2013;194,00
2013;23,00
2017;154,25
2013;16,00
2013;12,00
2013;33,00
2013;3,00
2013;2.110,38
2013;14,70
2013;33,75
2013;7,00
2013;4,50
2013;66,00
2013;49,00
2018;35,10
2013;327,60
2013;724,00
2013;20,25
2013;55,25
2013;227,00
2013;7,00
2013;12,00
2013;43,88
2013;3,00
2013;42,00
2013;42,00
2013;6,40
2013;290,41
2014;309,27
2013;11,00
2013;133,25
2013;124,75
2013;13,21
2013;38,00
2013;7,50
2013;173,50
2013;533,50
2013;320,00
2013;169,00
2013;21,00
2013;14,00
2013;21,00
2013;8,00
2013;19,69
2013;12,00
2013;15,00
2013;119,00
2013;100,00
2013;78,25
2013;27,54
2013;6,00
2013;2.612,25
2013;11,40
2013;25,50
2013;19,20
2013;5,25
2013;71,00
2013;43,63
2013;48,00
2013;601,49
2013;10,00
2013;62,25
2013;43,25
2014;268,20
2013;20,00
2013;3,00
2013;9,60
2013;128,30
2013;189,62
2013;6,00
2013;287,74
2013;42,00
2013;4,00
2013;413,25
2013;22,00
2013;146,00
2013;126,77
2013;178,28
2013;13,95
2013;6,00
2013;6,00
2013;4,00
2013;29,50
2013;22,00
2013;17,49
2013;10,00
2013;116,06
2013;7,00
2013;32,03
2013;99,25
2013;114,98
2013;11,00
2013;4,00
2013;14,00
2013;61,63
2013;29,00
2013;24,00
2013;282,35
2013;178,00
2013;271,00
2013;71,50
2013;86,50
2017;54,00
2013;17,25
2013;35,50
2013;6,00
2013;548,21
2013;75,75
2013;500,00
2013;23,50
2013;2,88
2013;72,00
2013;42,00
2013;17,25
2013;18,75
2013;27,90
2013;36,35
2013;2,85
2013;5,25
2013;28,50
2013;59,10
2013;32,00
2013;654,96
2013;15,75
2013;65,00
2013;1.035,75
2013;91,50
2013;14,00
2013;601,00
2013;78,50
2013;0,60
2013;54,00
2013;103,50
2013;29,80
2013;781,65
2013;19,00
2013;13,00
2013;182,10
2015;483,30
2015;483,30
2015;483,30
2015;483,30
2013;62,00
2013;598,00
2013;48,13
2013;53,25
2013;957,31
2013;600,00
2013;42,25
2013;225,43
2013;21,00
2013;10,05
2013;1.140,17
2013;1.315,05
2013;4,50
2013;5,25
2013;40,00
2013;10,00
2013;140,50
2013;247,02
2013;489,33
2013;567,58
2013;32,12
2013;20,00
2013;7,50
2013;5,75
2013;9,75
2013;7,50
2013;74,85
2013;31,00
2013;78,00
2017;4,80
2013;25,50
2013;44,25
2013;54,00
2013;77,00
2013;8,00
2013;40,00
2013;22,50
2013;15,00
2013;71,00
2013;5,25
2013;6,00
2013;12,00
2013;49,35
2013;43,92
2013;185,19
2013;168,15
2013;7,75
2013;123,75
2013;18,00
2013;96,50
2013;39,90
2013;0,60
2013;28,50
2013;18,00
2013;59,52
2013;15,50
2013;13,00
2013;15,00
2013;73,20
2013;10,80
2013;30,00
2015;15,13
2015;131,50
2015;44,25
2013;67,50
2013;38,00
2013;10,00
2013;54,00
2013;52,00
2013;54,00
2013;54,00
2013;33,00
2013;29,00
2013;54,00
2013;29,00
2013;29,00
2013;29,00
2013;54,00
2013;54,00
2013;54,00
2013;54,00
2013;54,00
2013;29,00
2013;54,00
2013;54,00
2013;134,27
2013;577,30
2013;78,85
2013;17,19
2013;10,00
2013;7,00
2013;6,75
2013;174,00
2013;70,50
2013;2,10
2013;18,15
2013;39,30
2013;13,20
2013;86,22
2013;4,50
2013;4,50
2013;54,25
2013;33,08
2013;3,00
2013;33,00
2013;39,60
2013;474,82
2013;57,00
2013;108,00
2013;47,27
2013;17,25
2013;57,30
2013;58,32
2013;14,86
2013;197,37
2013;116,40
2013;62,50
2013;23,50
2013;14,86
2013;105,90
2013;6,00
2013;64,00
2013;34,65
2013;18,00
2013;29,33
2013;69,00
2013;24,49
2013;4,50
2013;7,00
2013;18,00
2013;49,75
2013;148,01
2013;626,20
2013;14,70
2013;545,51
2013;10,20
2013;29,00
2013;82,85
2013;70,55
2013;49,50
2013;36,00
2013;16,40
2013;829,00
2013;9,60
2013;17,80
2013;38,14
2013;38,14
2013;4,00
2013;3,00
2013;36,45
2013;20,00
2013;16,00
2014;4,20
2014;45,00
2013;19,00
2014;22,50
2014;10,00
2014;37,00
2014;8,85
2014;140,50
2014;8,25
2013;14,00
2014;9,00
2013;16,00
2013;48,60
2014;136,35
2014;37,50
2014;231,50
2014;17,00
2013;36,72
2013;20,00
2013;203,40
2014;4,00
2014;28,00
2014;36,25
2014;2,25
2013;276,41
2014;12,00
2014;9,75
2014;8,00
2014;74,25
2015;706,25
2015;33,08
2014;10,80
2014;9,00
2014;12,00
2014;21,00
2013;29,60
2014;45,40
2014;5,25
2014;9,00
2014;5,67
2014;48,60
2014;28,77
2014;139,00
2014;4,50
2014;20,25
2014;147,00
2014;90,75
2014;4,50
2014;5,25
2014;9,00
2014;4,00
2014;7,00
2014;4,50
2014;6,75
2014;6,00
2014;5,10
2014;18,00
2014;29,75
2014;160,80
2014;21,00
2014;35,23
2014;14,00
2014;7,00
2014;54,74
2014;44,25
2014;226,40
2014;4,50
2014;8,55
2014;9,00
2014;26,00
2014;14,25
2014;21,00
2014;16,40
2014;18,00
2014;18,00
2014;104,25
2014;384,00
2014;22,90
2014;56,50
2014;20,00
2014;7,50
2014;4,50
2014;10,00
2014;12,00
2014;22,00
2014;227,00
2014;95,00
2014;34,31
2014;55,30
2014;28,00
2014;24,00
2014;0,60
2014;48,00
2014;12,75
2014;26,25
2014;57,12
2014;40,75
2014;68,00
2014;64,74
2014;280,91
2014;324,85
2014;53,85
2014;62,91
2014;50,29
2014;24,95
2014;43,00
2014;42,00
2014;41,88
2014;24,00
2014;206,14
2014;25,25
2014;5,00
2014;551,15
2014;43,00
2014;70,20
2014;115,50
2014;68,25
2014;23,86
2014;24,00
2014;26,75
2014;34,00
2014;5,00
2014;38,25
2014;40,50
2015;30,50
2014;49,75
2014;18,96
2014;1.886,30
2014;227,06
2014;6,00
2014;28,00
2014;156,53
2014;73,69
2014;11,00
2014;13,50
2014;82,76
2014;329,66
2014;65,50
2014;26,50
2014;117,00
2014;58,00
2014;1.134,45
2014;436,58
2014;35,10
2014;152,25
2014;17,00
2014;1.008,75
2014;19,90
2014;10,40
2014;373,15
2014;62,39
2014;39,00
2014;91,25
2014;434,63
2014;93,85
2014;27,60
2014;4,00
2014;9,60
2014;22,00
2014;42,25
2014;152,10
2014;39,25
2014;6,00
2014;4,50
2014;15,86
2014;15,00
2015;158,14
2014;19,80
2014;18,00
2014;60,00
2014;24,00
2014;7,00
2014;10,00
2014;53,48
2014;72,80
2014;13,25
2014;8,50
2014;172,30
2014;5,25
2014;2,40
2014;27,04
2014;52,50
2014;4,00
2014;43,46
2014;82,22
2014;19,75
2014;11,40
2014;110,70
2014;3,00
2014;11,50
2014;57,60
2014;77,52
2014;12,00
2014;26,50
2014;13,40
2014;3,00
2014;119,25
2014;6,00
2014;99,31
2014;10,00
2014;9,25
2014;58,75
2014;9,75
2014;6,00
2014;5,25
2014;81,83
2014;7,09
2014;33,08
2014;23,75
2014;5,85
2014;26,00
2014;3,00
2014;110,00
2014;104,95
2014;4,50
2014;6,00
2014;2,25
2014;150,00
2014;232,00
2014;78,85
2014;10,20
2014;67,50
2014;24,00
2014;17,85
2014;59,25
2014;14,25
2014;2,43
2014;1,62
2014;65,25
2014;138,55
2014;114,00
2014;56,25
2014;3,00
2014;80,00
2014;14,00
2014;167,21
2014;371,60
2014;22,00
2014;6,00
2014;8,00
2014;4,59
2014;11,70
2014;311,00
2014;17,00
2014;38,50
2014;19,00
2014;21,00
2014;85,00
2014;18,00
2014;17,00
2014;199,00
2014;22,00
2014;15,50
2014;12,75
2014;72,00
2014;68,00
2014;13,50
2014;361,75
2014;62,25
2014;8,25
2014;86,25
2014;4,59
2014;16,07
2014;4,50
2014;6,00
2014;15,25
2014;20,75
2014;7,00
2014;39,00
2014;23,00
2014;3,00
2014;12,00
2014;7,00
2014;21,00
2014;4,50
2014;4,50
2014;6,00
2014;39,00
2014;4,50
2014;12,00
2014;10,50
2014;8,00
2014;33,44
2014;4,50
2014;43,50
2014;16,75
2014;6,00
2015;16,15
2015;1.529,29
2015;1.061,68
2015;1.644,04
2014;20,00
2014;812,06
2014;42,00
2014;36,75
2014;74,00
2014;45,00
2014;34,95
2014;4,50
2014;19,80
2014;22,07
2014;35,93
2014;42,86
2014;3,00
2014;144,75
2014;6,35
2014;90,00
2014;36,25
2014;6,00
2014;15,60
2014;21,00
2014;9,60
2014;15,40
2014;22,48
2014;654,42
2014;22,50
2014;72,61
2014;98,43
2014;145,50
2014;19,50
2014;17,00
2014;184,17
2014;32,39
2014;12,95
2014;230,00
2014;65,00
2014;18,00
2014;75,25
2014;93,15
2014;25,00
2014;13,50
2014;160,28
2014;12,20
2014;36,60
2014;6,25
2014;29,25
2014;50,55
2014;11,25
2014;22,50
2014;48,50
2014;7,83
2014;10,00
2014;7,00
2014;191,49
2014;16,50
2014;2,25
2014;95,55
2014;1,20
2014;4,50
