Esforço PF;Ano;Data Assinatura Anexo 4/5 Prest. Serv.;Data de Aprovação do Titular;Mês;ANO_ASSIN;TEMPO_ENTREGA
59,1;2018;2018-12-05;2018-07-17;01/07/18;2018,0;141,0
4,5;2018;2019-06-04;2018-06-12;01/06/18;2019,0;357,0
6,0;2018;2019-07-29;2018-06-19;01/06/18;2019,0;405,0
14,09;2018;2018-12-13;2018-06-29;01/06/18;2018,0;167,0
4,5;2018;2018-11-29;2018-07-17;01/07/18;2018,0;135,0
17,0;2018;2018-07-17;2018-06-06;01/06/18;2018,0;41,0
4,5;2018;2019-01-30;2018-10-22;01/10/18;2019,0;100,0
1,2;2018;2018-10-29;2018-06-14;01/06/18;2018,0;137,0
39,54;2018;2018-11-21;2018-07-17;01/07/18;2018,0;127,0
18,53;2020;2020-10-20;2020-07-24;01/07/20;2020,0;88,0
10,55;2018;2018-09-19;2018-06-13;01/06/18;2018,0;98,0
45,75;2018;2018-08-09;2018-05-10;01/05/18;2018,0;91,0
10,0;2018;2019-10-07;2018-06-18;01/06/18;2019,0;476,0
37,0;2018;2019-02-19;2018-06-18;01/06/18;2019,0;246,0
13,25;2018;2018-09-25;2018-06-07;01/06/18;2018,0;110,0
2,4;2018;2020-03-10;2018-06-28;01/06/18;2020,0;621,0
5,3;2018;2018-10-24;2018-05-10;01/05/18;2018,0;167,0
55,08;2018;2018-08-27;2018-05-11;01/05/18;2018,0;108,0
4,0;2018;2018-06-01;2018-05-11;01/05/18;2018,0;21,0
0,3;2018;2019-10-23;2018-05-18;01/05/18;2019,0;523,0
0,6;2018;2019-02-08;2018-06-11;01/06/18;2019,0;242,0
0,3;2018;2019-10-23;2018-05-18;01/05/18;2019,0;523,0
16,0;2018;2019-01-17;2018-10-11;01/10/18;2019,0;98,0
76,44;2018;2019-11-18;2018-08-24;01/08/18;2019,0;451,0
28,0;2018;2020-03-04;2018-05-14;01/05/18;2020,0;660,0
12,0;2018;2018-12-18;2018-05-15;01/05/18;2018,0;217,0
3,0;2018;2018-08-03;2018-05-15;01/05/18;2018,0;80,0
78,85;2018;2018-12-20;2018-06-14;01/06/18;2018,0;189,0
153,95;2018;2019-02-21;2018-06-22;01/06/18;2019,0;244,0
4,5;2018;2018-06-12;2018-06-04;01/06/18;2018,0;8,0
310,12;2018;2019-09-04;2018-10-04;01/10/18;2019,0;335,0
13,5;2018;2018-08-28;2018-05-16;01/05/18;2018,0;104,0
28,0;2018;2020-09-22;2018-05-28;01/05/18;2020,0;848,0
3,0;2018;2019-03-21;2018-07-19;01/07/18;2019,0;245,0
14,84;2018;2019-08-20;2018-06-18;01/06/18;2019,0;428,0
8,25;2018;2019-08-07;2018-06-15;01/06/18;2019,0;418,0
1052,8;2018;2019-12-16;2018-08-31;01/08/18;2019,0;472,0
6,0;2018;2020-06-17;2018-05-21;01/05/18;2020,0;758,0
50,0;2018;2018-07-24;2018-05-21;01/05/18;2018,0;64,0
52,5;2018;2018-12-04;2018-08-16;01/08/18;2018,0;110,0
7,06;2018;2019-02-27;2018-09-20;01/09/18;2019,0;160,0
20,0;2018;2020-09-11;2018-05-25;01/05/18;2020,0;840,0
93,11;2018;2019-02-13;2018-06-07;01/06/18;2019,0;251,0
15,94;2018;2018-09-17;2018-05-24;01/05/18;2018,0;116,0
29,58;2018;2018-12-05;2018-06-12;01/06/18;2018,0;176,0
9,0;2018;2020-06-17;2018-05-25;01/05/18;2020,0;754,0
32,5;2018;2019-10-22;2018-05-25;01/05/18;2019,0;515,0
128,0;2018;2019-02-12;2018-06-12;01/06/18;2019,0;245,0
39,0;2018;2018-09-26;2018-05-28;01/05/18;2018,0;121,0
14,96;2018;2018-11-14;2018-05-29;01/05/18;2018,0;169,0
4,0;2018;2018-07-04;2018-05-30;01/05/18;2018,0;35,0
12,0;2018;2018-06-15;2018-05-30;01/05/18;2018,0;16,0
7,0;2018;2020-05-14;2018-07-10;01/07/18;2020,0;674,0
113,25;2018;2019-03-18;2018-09-03;01/09/18;2019,0;196,0
50,0;2018;2018-12-10;2018-07-11;01/07/18;2018,0;152,0
123,5;2018;2020-10-13;2018-06-06;01/06/18;2020,0;860,0
3,6;2018;2018-07-25;2018-06-20;01/06/18;2018,0;35,0
19,0;2018;2018-08-10;2018-06-04;01/06/18;2018,0;67,0
25,5;2018;2018-10-25;2018-06-11;01/06/18;2018,0;136,0
133,5;2018;2019-02-22;2018-06-05;01/06/18;2019,0;262,0
180,19;2018;2018-12-03;2018-06-20;01/06/18;2018,0;166,0
91,55;2018;2020-11-04;2018-06-06;01/06/18;2020,0;882,0
76,5;2018;2019-10-03;2018-06-26;01/06/18;2019,0;464,0
16,83;2018;2018-08-03;2018-06-06;01/06/18;2018,0;58,0
306,31;2018;2019-10-11;2018-06-07;01/06/18;2019,0;491,0
16,0;2018;2018-09-17;2018-06-18;01/06/18;2018,0;91,0
21,36;2018;2020-03-11;2018-06-12;01/06/18;2020,0;638,0
111,8;2018;2019-02-20;2018-06-18;01/06/18;2019,0;247,0
13,25;2018;2018-09-25;2018-06-07;01/06/18;2018,0;110,0
47,25;2018;2019-01-08;2018-07-02;01/07/18;2019,0;190,0
31,0;2018;2018-07-23;2018-06-07;01/06/18;2018,0;46,0
461,45;2018;2019-04-23;2018-11-13;01/11/18;2019,0;161,0
312,57;2018;2019-02-18;2018-08-31;01/08/18;2019,0;171,0
253,7;2018;2019-07-29;2018-06-29;01/06/18;2019,0;395,0
29,7;2018;2018-12-06;2018-08-30;01/08/18;2018,0;98,0
61,03;2018;2018-12-20;2018-06-25;01/06/18;2018,0;178,0
33,5;2018;2018-09-05;2018-06-25;01/06/18;2018,0;72,0
87,25;2018;2021-03-30;2018-07-19;01/07/18;2021,0;985,0
6,0;2018;2018-12-10;2018-06-27;01/06/18;2018,0;166,0
391,3;2018;2020-12-22;2018-08-31;01/08/18;2020,0;844,0
5,25;2018;2018-12-19;2018-07-11;01/07/18;2018,0;161,0
12,0;2018;2019-03-28;2018-11-26;01/11/18;2019,0;122,0
14,18;2018;2019-05-23;2018-06-29;01/06/18;2019,0;328,0
22,71;2018;2019-04-02;2018-10-08;01/10/18;2019,0;176,0
22,5;2018;2019-09-03;2018-07-31;01/07/18;2019,0;399,0
68,25;2018;2018-11-09;2018-07-03;01/07/18;2018,0;129,0
54,3;2018;2018-12-21;2018-08-10;01/08/18;2018,0;133,0
4,5;2018;2018-11-29;2018-07-17;01/07/18;2018,0;135,0
39,6;2018;2018-08-21;2018-07-13;01/07/18;2018,0;39,0
9,6;2018;2019-02-13;2018-12-18;01/12/18;2019,0;57,0
6,3;2018;2018-08-29;2018-07-27;01/07/18;2018,0;33,0
28,5;2018;2019-01-17;2018-08-13;01/08/18;2019,0;157,0
4,5;2018;2018-10-29;2018-07-11;01/07/18;2018,0;110,0
18,0;2018;2018-12-06;2018-07-11;01/07/18;2018,0;148,0
3,9;2018;2021-01-11;2018-07-11;01/07/18;2021,0;915,0
5,25;2018;2018-10-26;2018-07-11;01/07/18;2018,0;107,0
25,25;2018;2019-01-25;2018-07-16;01/07/18;2019,0;193,0
104,45;2018;2018-09-26;2018-07-12;01/07/18;2018,0;76,0
18,0;2018;2018-09-28;2018-07-12;01/07/18;2018,0;78,0
0,3;2018;2018-08-01;2018-07-12;01/07/18;2018,0;20,0
24,28;2018;2019-01-17;2018-10-04;01/10/18;2019,0;105,0
7,5;2018;2019-03-07;2018-07-17;01/07/18;2019,0;233,0
82,74;2018;2018-12-05;2018-08-30;01/08/18;2018,0;97,0
7,5;2018;2019-04-04;2018-07-20;01/07/18;2019,0;258,0
14,5;2018;2018-11-30;2018-07-20;01/07/18;2018,0;133,0
20,5;2018;2019-01-30;2018-07-19;01/07/18;2019,0;195,0
80,6;2018;2019-08-26;2018-09-14;01/09/18;2019,0;346,0
48,75;2018;2018-11-16;2018-07-20;01/07/18;2018,0;119,0
21,55;2018;2019-04-10;2018-09-04;01/09/18;2019,0;218,0
41,95;2018;2019-01-06;2018-07-24;01/07/18;2019,0;166,0
5,25;2018;2018-09-27;2018-07-24;01/07/18;2018,0;65,0
17,36;2018;2018-09-13;2018-08-09;01/08/18;2018,0;35,0
22,25;2018;2018-10-10;2018-10-03;01/10/18;2018,0;7,0
0,3;2018;2019-06-13;2018-08-07;01/08/18;2019,0;310,0
15,66;2018;2019-03-15;2018-08-21;01/08/18;2019,0;206,0
26,36;2018;2018-12-10;2018-08-24;01/08/18;2018,0;108,0
23,25;2018;2019-07-31;2018-09-06;01/09/18;2019,0;328,0
32,24;2018;2018-12-27;2018-09-25;01/09/18;2018,0;93,0
10,65;2018;2019-08-12;2018-08-02;01/08/18;2019,0;375,0
54,15;2018;2019-07-29;2018-11-20;01/11/18;2019,0;251,0
79,54;2018;2019-04-18;2018-10-19;01/10/18;2019,0;181,0
4,5;2018;2019-05-13;2018-08-28;01/08/18;2019,0;258,0
5,25;2018;2018-10-29;2018-08-27;01/08/18;2018,0;63,0
56,75;2019;2019-10-30;2019-01-03;01/01/19;2019,0;300,0
35,54;2018;2019-06-03;2018-07-30;01/07/18;2019,0;308,0
15,0;2018;2018-12-24;2018-08-24;01/08/18;2018,0;122,0
3,6;2018;2018-09-19;2018-08-30;01/08/18;2018,0;20,0
20,0;2018;2019-05-13;2018-07-26;01/07/18;2019,0;291,0
135,0;2018;2018-09-21;2018-07-26;01/07/18;2018,0;57,0
440,83;2018;2021-01-29;2018-09-06;01/09/18;2021,0;876,0
18,75;2018;2020-02-05;2018-08-09;01/08/18;2020,0;545,0
24,0;2018;2019-03-19;2018-09-11;01/09/18;2019,0;189,0
66,85;2018;2019-10-11;2018-07-30;01/07/18;2019,0;438,0
4,6;2018;2018-09-05;2018-07-30;01/07/18;2018,0;37,0
14,0;2018;2019-01-02;2018-07-30;01/07/18;2019,0;156,0
7,5;2018;2018-12-03;2018-08-09;01/08/18;2018,0;116,0
3,75;2018;2019-01-25;2018-10-09;01/10/18;2019,0;108,0
75,0;2018;2019-04-09;2018-08-02;01/08/18;2019,0;250,0
60,0;2018;2019-05-27;2018-08-01;01/08/18;2019,0;299,0
28,5;2018;2019-01-21;2018-08-28;01/08/18;2019,0;146,0
3,0;2018;2018-11-28;2018-08-03;01/08/18;2018,0;117,0
22,95;2018;2018-12-19;2018-10-04;01/10/18;2018,0;76,0
0,6;2018;2019-01-17;2018-08-03;01/08/18;2019,0;167,0
736,25;2018;2019-02-01;2018-10-04;01/10/18;2019,0;120,0
4,5;2018;2019-01-17;2018-08-08;01/08/18;2019,0;162,0
30,24;2018;2018-11-20;2018-08-03;01/08/18;2018,0;109,0
48,86;2018;2019-08-12;2018-09-05;01/09/18;2019,0;341,0
57,06;2018;2019-10-02;2018-09-06;01/09/18;2019,0;391,0
16,5;2018;2019-02-25;2018-09-11;01/09/18;2019,0;167,0
114,75;2018;2019-08-29;2018-08-16;01/08/18;2019,0;378,0
22,0;2018;2019-04-08;2018-08-07;01/08/18;2019,0;244,0
16,0;2018;2019-08-22;2018-08-08;01/08/18;2019,0;379,0
11,3;2018;2018-10-01;2018-08-09;01/08/18;2018,0;53,0
10,0;2018;2019-03-26;2018-10-01;01/10/18;2019,0;176,0
228,25;2018;2020-02-27;2018-10-10;01/10/18;2020,0;505,0
99,75;2018;2021-03-30;2018-08-09;01/08/18;2021,0;964,0
43,81;2018;2019-04-16;2018-10-22;01/10/18;2019,0;176,0
46,0;2018;2019-07-10;2018-08-10;01/08/18;2019,0;334,0
327,36;2018;2019-12-19;2018-08-31;01/08/18;2019,0;475,0
35,7;2018;2020-04-23;2018-10-26;01/10/18;2020,0;545,0
125,5;2018;2019-01-30;2018-08-16;01/08/18;2019,0;167,0
74,05;2018;2019-10-24;2018-08-16;01/08/18;2019,0;434,0
12,24;2018;2019-02-28;2018-08-14;01/08/18;2019,0;198,0
32,55;2018;2019-02-12;2018-08-14;01/08/18;2019,0;182,0
0,3;2018;2020-05-12;2018-10-24;01/10/18;2020,0;566,0
176,88;2018;2021-01-08;2018-08-16;01/08/18;2021,0;876,0
33,0;2018;2019-11-20;2018-08-20;01/08/18;2019,0;457,0
27,48;2018;2018-12-17;2018-10-11;01/10/18;2018,0;67,0
12,0;2018;2018-09-04;2018-08-16;01/08/18;2018,0;19,0
9,0;2018;2018-10-15;2018-08-16;01/08/18;2018,0;60,0
55,5;2018;2020-11-09;2018-08-20;01/08/18;2020,0;812,0
12,0;2018;2019-02-06;2018-08-16;01/08/18;2019,0;174,0
30,41;2018;2018-10-24;2018-08-17;01/08/18;2018,0;68,0
12,0;2018;2019-01-14;2018-08-16;01/08/18;2019,0;151,0
163,8;2018;2019-10-11;2018-11-05;01/11/18;2019,0;340,0
3,0;2018;2018-10-15;2018-08-24;01/08/18;2018,0;52,0
7,0;2018;2019-01-16;2018-08-24;01/08/18;2019,0;145,0
28,42;2020;2020-09-11;2020-06-14;01/06/20;2020,0;89,0
32,13;2018;2019-07-04;2018-09-06;01/09/18;2019,0;301,0
11,5;2018;2019-05-06;2018-08-22;01/08/18;2019,0;257,0
6,1;2018;2018-11-30;2018-09-03;01/09/18;2018,0;88,0
27,48;2018;2018-12-17;2018-10-11;01/10/18;2018,0;67,0
49,5;2018;2018-10-09;2018-08-22;01/08/18;2018,0;48,0
23,36;2018;2018-12-10;2018-08-24;01/08/18;2018,0;108,0
50,6;2018;2018-12-13;2018-08-23;01/08/18;2018,0;112,0
21,7;2018;2019-05-30;2018-08-24;01/08/18;2019,0;279,0
0,6;2018;2019-01-21;2018-08-24;01/08/18;2019,0;150,0
27,8;2018;2019-01-17;2018-09-25;01/09/18;2019,0;114,0
15,0;2018;2019-03-07;2018-10-16;01/10/18;2019,0;142,0
74,75;2018;2019-04-05;2018-10-10;01/10/18;2019,0;177,0
8,16;2018;2019-01-24;2018-10-18;01/10/18;2019,0;98,0
10,5;2018;2018-12-03;2018-08-27;01/08/18;2018,0;98,0
9,6;2019;2019-02-21;2019-01-05;01/01/19;2019,0;47,0
27,25;2018;2020-12-11;2018-08-29;01/08/18;2020,0;835,0
270,21;2018;2019-03-13;2018-09-03;01/09/18;2019,0;191,0
80,36;2018;2020-04-01;2018-09-21;01/09/18;2020,0;558,0
73,24;2018;2019-10-23;2018-10-17;01/10/18;2019,0;371,0
12,0;2018;2019-01-21;2018-10-24;01/10/18;2019,0;89,0
171,45;2018;2019-12-18;2018-12-03;01/12/18;2019,0;380,0
41,5;2018;2019-09-10;2018-10-08;01/10/18;2019,0;337,0
709,15;2018;2019-12-18;2018-08-31;01/08/18;2019,0;474,0
235,93;2018;2019-12-17;2018-08-31;01/08/18;2019,0;473,0
210,7;2018;2018-12-07;2018-08-31;01/08/18;2018,0;98,0
18,75;2018;2019-02-04;2018-10-23;01/10/18;2019,0;104,0
8,65;2018;2018-11-01;2018-09-14;01/09/18;2018,0;48,0
9,36;2018;2019-07-09;2018-10-15;01/10/18;2019,0;267,0
93,0;2018;2019-09-03;2018-09-27;01/09/18;2019,0;341,0
79,5;2018;2018-11-07;2018-09-10;01/09/18;2018,0;58,0
26,5;2018;2019-10-22;2018-09-04;01/09/18;2019,0;413,0
4,5;2018;2019-04-02;2018-09-28;01/09/18;2019,0;186,0
196,4;2018;2019-10-02;2018-09-06;01/09/18;2019,0;391,0
20,5;2018;2019-08-21;2018-09-26;01/09/18;2019,0;329,0
34,91;2018;2020-04-02;2018-09-18;01/09/18;2020,0;562,0
164,91;2018;2019-07-30;2018-09-06;01/09/18;2019,0;327,0
395,32;2018;2020-09-02;2018-09-06;01/09/18;2020,0;727,0
11,0;2018;2020-02-27;2018-09-06;01/09/18;2020,0;539,0
70,5;2018;2019-01-02;2018-10-18;01/10/18;2019,0;76,0
6,5;2018;2019-02-26;2018-10-02;01/10/18;2019,0;147,0
18,0;2018;2019-01-18;2018-09-11;01/09/18;2019,0;129,0
18,0;2018;2018-09-19;2018-09-11;01/09/18;2018,0;8,0
8,5;2018;2019-02-11;2018-10-04;01/10/18;2019,0;130,0
11,7;2018;2019-02-18;2018-09-11;01/09/18;2019,0;160,0
6,0;2018;2019-10-10;2018-09-18;01/09/18;2019,0;387,0
11,5;2018;2019-07-05;2018-10-15;01/10/18;2019,0;263,0
28,5;2018;2019-01-18;2018-09-13;01/09/18;2019,0;127,0
19,0;2018;2019-11-25;2018-10-15;01/10/18;2019,0;406,0
26,5;2018;2018-11-07;2018-09-17;01/09/18;2018,0;51,0
30,44;2018;2020-04-14;2018-09-14;01/09/18;2020,0;578,0
27,97;2018;2019-05-06;2018-09-17;01/09/18;2019,0;231,0
32,78;2018;2019-02-28;2018-09-18;01/09/18;2019,0;163,0
48,0;2018;2020-04-23;2018-09-18;01/09/18;2020,0;583,0
7,75;2018;2019-04-02;2018-09-24;01/09/18;2019,0;190,0
4,0;2018;2018-12-07;2018-12-02;01/12/18;2018,0;5,0
9,18;2018;2020-02-19;2018-09-19;01/09/18;2020,0;518,0
13,5;2018;2019-04-23;2018-09-19;01/09/18;2019,0;216,0
14,25;2018;2018-12-14;2018-09-20;01/09/18;2018,0;85,0
7,09;2018;2018-10-18;2018-09-20;01/09/18;2018,0;28,0
118,4;2018;2021-03-18;2018-09-20;01/09/18;2021,0;910,0
513,0;2018;2020-08-20;2018-09-25;01/09/18;2020,0;695,0
9,0;2018;2018-11-13;2018-09-24;01/09/18;2018,0;50,0
29,73;2018;2019-01-30;2018-09-25;01/09/18;2019,0;127,0
21,6;2018;2018-12-11;2018-09-25;01/09/18;2018,0;77,0
23,0;2018;2019-01-24;2018-10-15;01/10/18;2019,0;101,0
36,0;2018;2019-03-07;2018-11-12;01/11/18;2019,0;115,0
28,36;2018;2019-02-01;2018-09-26;01/09/18;2019,0;128,0
2,85;2018;2018-12-05;2018-10-22;01/10/18;2018,0;44,0
11,25;2018;2019-02-04;2018-10-23;01/10/18;2019,0;104,0
118,22;2018;2019-07-31;2018-11-13;01/11/18;2019,0;260,0
8,4;2018;2021-01-05;2018-10-26;01/10/18;2021,0;802,0
6,0;2018;2019-08-01;2018-10-23;01/10/18;2019,0;282,0
68,25;2018;2019-08-21;2018-10-23;01/10/18;2019,0;302,0
41,77;2018;2018-12-13;2018-10-24;01/10/18;2018,0;50,0
10,5;2018;2019-01-11;2018-10-23;01/10/18;2019,0;80,0
12,0;2018;2019-03-28;2018-11-29;01/11/18;2019,0;119,0
29,0;2018;2019-02-28;2018-10-24;01/10/18;2019,0;127,0
158,6;2018;2019-10-10;2018-10-24;01/10/18;2019,0;351,0
9,36;2018;2019-07-03;2018-10-25;01/10/18;2019,0;251,0
27,7;2018;2019-07-31;2018-11-13;01/11/18;2019,0;260,0
66,93;2018;2019-12-05;2018-11-18;01/11/18;2019,0;382,0
7,0;2018;2021-02-10;2018-11-21;01/11/18;2021,0;812,0
16,5;2018;2019-01-21;2018-12-02;01/12/18;2019,0;50,0
70,8;2018;2019-12-16;2018-11-18;01/11/18;2019,0;393,0
28,0;2018;2019-10-07;2018-11-13;01/11/18;2019,0;328,0
4,0;2018;2018-12-17;2018-12-05;01/12/18;2018,0;12,0
34,5;2018;2019-04-10;2018-12-18;01/12/18;2019,0;113,0
30,75;2018;2019-04-16;2018-11-13;01/11/18;2019,0;154,0
17,5;2018;2019-07-31;2018-11-13;01/11/18;2019,0;260,0
386,02;2018;2019-07-16;2018-11-12;01/11/18;2019,0;246,0
27,2;2018;2020-07-30;2018-11-26;01/11/18;2020,0;612,0
43,5;2018;2019-01-16;2018-11-11;01/11/18;2019,0;66,0
25,3;2018;2020-01-22;2018-11-06;01/11/18;2020,0;442,0
61,95;2018;2019-12-19;2018-11-19;01/11/18;2019,0;395,0
54,98;2018;2019-08-09;2018-11-12;01/11/18;2019,0;270,0
9,6;2018;2019-01-17;2018-11-06;01/11/18;2019,0;72,0
29,4;2018;2019-01-02;2018-11-11;01/11/18;2019,0;52,0
19,5;2018;2019-05-24;2018-11-15;01/11/18;2019,0;190,0
239,1;2018;2020-03-04;2018-11-19;01/11/18;2020,0;471,0
20,5;2018;2019-07-29;2018-11-07;01/11/18;2019,0;264,0
29,7;2018;2019-07-25;2018-11-13;01/11/18;2019,0;254,0
20,25;2018;2019-02-21;2018-11-20;01/11/18;2019,0;93,0
267,75;2018;2020-02-20;2018-11-11;01/11/18;2020,0;466,0
16,0;2018;2019-10-08;2018-11-13;01/11/18;2019,0;329,0
27,19;2018;2019-07-16;2018-11-12;01/11/18;2019,0;246,0
3,0;2018;2019-02-11;2018-12-20;01/12/18;2019,0;53,0
106,15;2018;2019-09-06;2018-12-06;01/12/18;2019,0;274,0
179,12;2018;2021-01-26;2018-11-28;01/11/18;2021,0;790,0
31,5;2018;2019-09-24;2018-11-11;01/11/18;2019,0;317,0
4,0;2018;2019-01-18;2018-12-25;01/12/18;2019,0;24,0
20,0;2018;2019-05-23;2018-12-20;01/12/18;2019,0;154,0
41,25;2018;2019-10-14;2018-11-12;01/11/18;2019,0;336,0
36,75;2018;2020-08-24;2018-10-29;01/10/18;2020,0;665,0
33,0;2018;2019-04-04;2018-12-10;01/12/18;2019,0;115,0
7,19;2018;2019-07-08;2018-11-15;01/11/18;2019,0;235,0
12,35;2018;2020-05-12;2018-10-31;01/10/18;2020,0;559,0
79,62;2018;2021-01-19;2018-11-15;01/11/18;2021,0;796,0
26,36;2018;2019-01-21;2018-11-26;01/11/18;2019,0;56,0
7,5;2018;2019-12-19;2018-11-19;01/11/18;2019,0;395,0
65,25;2018;2019-07-08;2018-11-05;01/11/18;2019,0;245,0
88,76;2018;2021-03-05;2018-11-12;01/11/18;2021,0;844,0
15,3;2018;2020-08-10;2018-11-05;01/11/18;2020,0;644,0
47,25;2018;2019-12-19;2018-11-18;01/11/18;2019,0;396,0
12,59;2018;2019-01-22;2018-11-06;01/11/18;2019,0;77,0
122,99;2018;2020-01-07;2018-12-09;01/12/18;2020,0;394,0
161,2;2018;2019-12-19;2018-11-19;01/11/18;2019,0;395,0
84,85;2018;2019-07-24;2018-11-12;01/11/18;2019,0;254,0
5,0;2018;2019-03-15;2018-11-19;01/11/18;2019,0;116,0
7,65;2018;2018-12-17;2018-11-07;01/11/18;2018,0;40,0
296,34;2018;2021-01-12;2018-11-11;01/11/18;2021,0;793,0
12,0;2018;2020-03-11;2018-11-15;01/11/18;2020,0;482,0
32,5;2018;2018-12-21;2018-11-08;01/11/18;2018,0;43,0
0,6;2018;2019-01-21;2018-11-08;01/11/18;2019,0;74,0
13,0;2018;2019-01-25;2018-12-18;01/12/18;2019,0;38,0
21,0;2018;2019-12-16;2018-11-18;01/11/18;2019,0;393,0
46,5;2018;2020-02-27;2018-11-18;01/11/18;2020,0;466,0
20,59;2019;2020-03-25;2019-01-08;01/01/19;2020,0;442,0
159,81;2018;2021-01-12;2018-11-12;01/11/18;2021,0;792,0
59,25;2018;2020-04-02;2018-11-12;01/11/18;2020,0;507,0
9,0;2018;2019-07-31;2018-11-13;01/11/18;2019,0;260,0
33,66;2018;2019-01-17;2018-11-12;01/11/18;2019,0;66,0
12,75;2018;2019-02-28;2018-11-29;01/11/18;2019,0;91,0
28,9;2018;2019-05-21;2018-12-20;01/12/18;2019,0;152,0
13,0;2018;2019-10-08;2018-11-13;01/11/18;2019,0;329,0
4,0;2018;2020-12-08;2018-11-26;01/11/18;2020,0;743,0
4,5;2018;2019-07-31;2018-11-13;01/11/18;2019,0;260,0
9,85;2018;2019-07-31;2018-11-13;01/11/18;2019,0;260,0
53,75;2018;2019-08-15;2018-11-13;01/11/18;2019,0;275,0
6,0;2018;2019-07-31;2018-11-13;01/11/18;2019,0;260,0
54,16;2018;2019-12-31;2018-11-13;01/11/18;2019,0;413,0
92,35;2018;2019-11-05;2018-11-13;01/11/18;2019,0;357,0
92,35;2018;2019-10-11;2018-11-13;01/11/18;2019,0;332,0
114,75;2018;2020-08-10;2018-12-02;01/12/18;2020,0;617,0
12,0;2019;2019-03-12;2019-01-06;01/01/19;2019,0;65,0
3,75;2018;2019-12-19;2018-11-18;01/11/18;2019,0;396,0
5,25;2018;2019-12-16;2018-11-18;01/11/18;2019,0;393,0
7,8;2018;2019-12-16;2018-11-18;01/11/18;2019,0;393,0
0,3;2018;2019-02-06;2018-11-19;01/11/18;2019,0;79,0
17,36;2018;2019-09-24;2018-11-19;01/11/18;2019,0;309,0
7,0;2018;2020-08-17;2018-12-09;01/12/18;2020,0;617,0
23,25;2018;2019-12-10;2018-12-11;01/12/18;2019,0;364,0
101,5;2018;2020-08-18;2018-11-19;01/11/18;2020,0;638,0
49,95;2018;2019-02-28;2018-11-20;01/11/18;2019,0;100,0
153,79;2018;2019-01-18;2018-11-21;01/11/18;2019,0;58,0
12,0;2018;2018-11-28;2018-11-21;01/11/18;2018,0;7,0
5,0;2018;2019-04-18;2018-11-20;01/11/18;2019,0;149,0
17,25;2019;2019-01-25;2019-01-02;01/01/19;2019,0;23,0
5,0;2018;2019-03-20;2018-11-26;01/11/18;2019,0;114,0
8,0;2018;2018-12-28;2018-11-26;01/11/18;2018,0;32,0
14,0;2018;2020-05-18;2018-12-12;01/12/18;2020,0;523,0
9,0;2018;2019-05-13;2018-11-27;01/11/18;2019,0;167,0
4,0;2018;2018-12-04;2018-11-27;01/11/18;2018,0;7,0
3,45;2018;2020-02-13;2018-12-05;01/12/18;2020,0;435,0
6,0;2018;2018-12-14;2018-12-05;01/12/18;2018,0;9,0
137,2;2018;2019-12-10;2018-11-28;01/11/18;2019,0;377,0
66,93;2018;2020-08-07;2018-12-02;01/12/18;2020,0;614,0
184,75;2018;2020-01-03;2018-12-20;01/12/18;2020,0;379,0
13,0;2018;2019-05-23;2018-12-02;01/12/18;2019,0;172,0
5,25;2019;2019-02-27;2019-01-01;01/01/19;2019,0;57,0
61,5;2018;2021-01-08;2018-12-03;01/12/18;2021,0;767,0
248,04;2018;2019-12-25;2018-12-12;01/12/18;2019,0;378,0
26,1;2018;2020-05-26;2018-12-03;01/12/18;2020,0;540,0
590,58;2018;2019-12-17;2018-12-03;01/12/18;2019,0;379,0
58,0;2018;2020-10-22;2018-12-03;01/12/18;2020,0;689,0
28,59;2018;2019-10-23;2018-12-18;01/12/18;2019,0;309,0
4,5;2018;2019-02-15;2018-12-04;01/12/18;2019,0;73,0
12,0;2018;2020-03-05;2018-12-04;01/12/18;2020,0;457,0
28,5;2018;2019-04-26;2018-12-10;01/12/18;2019,0;137,0
58,5;2018;2020-08-14;2018-12-05;01/12/18;2020,0;618,0
464,04;2018;2019-04-05;2018-12-05;01/12/18;2019,0;121,0
16,2;2018;2020-07-23;2018-12-17;01/12/18;2020,0;584,0
37,0;2018;2020-03-13;2018-12-16;01/12/18;2020,0;453,0
171,97;2018;2019-11-12;2018-12-20;01/12/18;2019,0;327,0
38,25;2018;2020-03-05;2018-12-12;01/12/18;2020,0;449,0
5,25;2018;2019-02-15;2018-12-12;01/12/18;2019,0;65,0
5,25;2018;2019-01-29;2018-12-13;01/12/18;2019,0;47,0
91,95;2018;2021-03-12;2018-12-13;01/12/18;2021,0;820,0
28,75;2018;2019-06-03;2018-12-16;01/12/18;2019,0;169,0
7,25;2018;2019-02-12;2018-12-17;01/12/18;2019,0;57,0
29,5;2018;2019-05-22;2018-12-18;01/12/18;2019,0;155,0
9,6;2018;2019-02-13;2018-12-18;01/12/18;2019,0;57,0
26,0;2018;2020-12-11;2018-12-30;01/12/18;2020,0;712,0
9,59;2018;2020-08-04;2018-12-18;01/12/18;2020,0;595,0
15,3;2019;2020-10-14;2019-01-01;01/01/19;2020,0;652,0
28,05;2018;2020-07-01;2018-12-18;01/12/18;2020,0;561,0
402,82;2018;2020-12-15;2018-12-19;01/12/18;2020,0;727,0
15,0;2018;2019-05-28;2018-12-19;01/12/18;2019,0;160,0
19,5;2018;2020-03-05;2018-12-20;01/12/18;2020,0;441,0
