Esforço PF;Ano;Data Assinatura Anexo 4/5 Prest. Serv.;Data de Aprovação do Titular;Mês;ANO_ASSIN;TEMPO_ENTREGA
6,0;2012;2015-01-28;2012-08-10;01/08/12;2015,0;901,0
6,0;2014;2014-10-10;2014-05-15;01/05/14;2014,0;148,0
20,25;2012;2017-05-15;2012-08-10;01/08/12;2017,0;1739,0
7,0;2012;2016-01-11;2012-08-13;01/08/12;2016,0;1246,0
65,11;2012;2015-03-09;2012-08-14;01/08/12;2015,0;937,0
1,2;2012;2012-11-28;2012-08-14;01/08/12;2012,0;106,0
8,0;2012;2012-12-06;2012-08-15;01/08/12;2012,0;113,0
156,0;2012;2014-11-14;2012-08-15;01/08/12;2014,0;821,0
4,0;2012;2013-04-22;2012-08-17;01/08/12;2013,0;248,0
103,0;2012;2013-06-19;2012-08-21;01/08/12;2013,0;302,0
18,0;2012;2014-01-10;2012-08-23;01/08/12;2014,0;505,0
3,5;2012;2014-12-09;2012-08-21;01/08/12;2014,0;840,0
4,5;2012;2014-09-19;2012-08-21;01/08/12;2014,0;759,0
14,0;2012;2012-10-22;2012-08-21;01/08/12;2012,0;62,0
35,0;2012;2014-01-15;2012-08-23;01/08/12;2014,0;510,0
20,0;2012;2013-01-03;2012-08-22;01/08/12;2013,0;134,0
35,25;2012;2013-08-15;2012-08-24;01/08/12;2013,0;356,0
0,6;2012;2013-09-11;2012-08-24;01/08/12;2013,0;383,0
4,0;2012;2013-03-25;2012-08-27;01/08/12;2013,0;210,0
63,0;2012;2012-12-07;2012-08-27;01/08/12;2012,0;102,0
67,43;2012;2013-05-29;2012-08-28;01/08/12;2013,0;274,0
24,0;2012;2014-08-26;2012-08-28;01/08/12;2014,0;728,0
5,05;2012;2013-07-18;2012-08-28;01/08/12;2013,0;324,0
65,0;2012;2015-01-12;2012-08-29;01/08/12;2015,0;866,0
13,0;2012;2012-09-20;2012-08-29;01/08/12;2012,0;22,0
3,0;2012;2013-08-29;2012-08-30;01/08/12;2013,0;364,0
6,0;2012;2013-08-06;2012-08-30;01/08/12;2013,0;341,0
22,0;2013;2014-02-06;2013-11-02;01/11/13;2014,0;96,0
17,0;2012;2012-11-08;2012-08-31;01/08/12;2012,0;69,0
119,0;2012;2013-01-15;2012-09-04;01/09/12;2013,0;133,0
842,35;2012;2014-12-02;2012-09-04;01/09/12;2014,0;819,0
6,0;2012;2012-10-25;2012-09-05;01/09/12;2012,0;50,0
17,0;2012;2012-11-08;2012-09-05;01/09/12;2012,0;64,0
7,0;2012;2013-02-01;2012-09-05;01/09/12;2013,0;149,0
0,6;2012;2012-10-25;2012-09-06;01/09/12;2012,0;49,0
6,0;2012;2012-11-01;2012-09-06;01/09/12;2012,0;56,0
802,2;2012;2013-10-24;2012-09-11;01/09/12;2013,0;408,0
6,0;2012;2012-09-21;2012-09-10;01/09/12;2012,0;11,0
9,0;2012;2016-11-11;2012-09-10;01/09/12;2016,0;1523,0
29,0;2012;2014-09-11;2012-09-10;01/09/12;2014,0;731,0
6,0;2012;2014-10-02;2012-09-10;01/09/12;2014,0;752,0
105,0;2012;2014-08-12;2012-09-10;01/09/12;2014,0;701,0
37,85;2012;2013-07-10;2012-09-10;01/09/12;2013,0;303,0
19,0;2013;2014-05-27;2013-08-09;01/08/13;2014,0;291,0
14,0;2012;2014-02-14;2012-09-12;01/09/12;2014,0;520,0
724,0;2012;2012-12-11;2012-09-12;01/09/12;2012,0;90,0
0,5;2012;2013-04-11;2012-09-12;01/09/12;2013,0;211,0
0,5;2012;2013-04-11;2012-09-12;01/09/12;2013,0;211,0
14,0;2012;2013-09-12;2012-09-13;01/09/12;2013,0;364,0
42,0;2012;2014-02-25;2012-09-13;01/09/12;2014,0;530,0
223,25;2012;2013-05-06;2012-09-14;01/09/12;2013,0;234,0
5,0;2012;2012-10-19;2012-09-14;01/09/12;2012,0;35,0
7,0;2012;2012-10-19;2012-09-14;01/09/12;2012,0;35,0
58,8;2012;2014-05-08;2012-09-14;01/09/12;2014,0;601,0
49,92;2012;2018-01-11;2012-09-14;01/09/12;2018,0;1945,0
17,16;2017;2019-06-26;2017-04-06;01/04/17;2019,0;811,0
249,0;2012;2013-12-11;2012-09-17;01/09/12;2013,0;450,0
18,5;2012;2016-01-13;2012-09-19;01/09/12;2016,0;1211,0
17,0;2012;2013-02-14;2012-09-18;01/09/12;2013,0;149,0
5016,42;2012;2016-04-08;2012-09-18;01/09/12;2016,0;1298,0
8,0;2012;2012-11-16;2012-09-20;01/09/12;2012,0;57,0
63,0;2013;2016-04-06;2013-08-13;01/08/13;2016,0;967,0
46,0;2013;2013-11-22;2013-08-12;01/08/13;2013,0;102,0
66,0;2012;2013-01-15;2012-09-21;01/09/12;2013,0;116,0
2,5;2012;2013-01-11;2012-09-21;01/09/12;2013,0;112,0
7,0;2012;2013-01-21;2012-09-20;01/09/12;2013,0;123,0
4,5;2012;2013-10-01;2012-09-20;01/09/12;2013,0;376,0
146,0;2012;2013-10-18;2012-09-21;01/09/12;2013,0;392,0
14,0;2012;2013-04-03;2012-09-24;01/09/12;2013,0;191,0
138,8;2012;2014-09-29;2012-09-24;01/09/12;2014,0;735,0
326,7;2012;2013-04-22;2012-09-24;01/09/12;2013,0;210,0
3,0;2012;2013-10-03;2012-09-25;01/09/12;2013,0;373,0
9,0;2012;2013-02-20;2012-09-25;01/09/12;2013,0;148,0
3,0;2012;2013-04-15;2012-09-25;01/09/12;2013,0;202,0
7,0;2012;2013-03-28;2012-09-25;01/09/12;2013,0;184,0
4,0;2012;2013-03-07;2012-09-26;01/09/12;2013,0;162,0
31,0;2012;2013-04-15;2012-09-26;01/09/12;2013,0;201,0
31,0;2012;2013-04-15;2012-09-26;01/09/12;2013,0;201,0
30,0;2012;2013-05-21;2012-09-26;01/09/12;2013,0;237,0
10,0;2012;2015-07-02;2012-09-26;01/09/12;2015,0;1009,0
59,55;2012;2013-01-29;2012-09-28;01/09/12;2013,0;123,0
269,0;2012;2014-10-20;2012-10-01;01/10/12;2014,0;749,0
7,0;2012;2013-01-15;2012-10-02;01/10/12;2013,0;105,0
4,5;2012;2015-09-15;2012-10-02;01/10/12;2015,0;1078,0
0,6;2012;2013-03-18;2012-10-03;01/10/12;2013,0;166,0
234,52;2012;2014-12-19;2012-10-01;01/10/12;2014,0;809,0
8,75;2012;2017-09-05;2012-09-27;01/09/12;2017,0;1804,0
115,0;2012;2012-12-28;2012-10-08;01/10/12;2012,0;81,0
5,0;2012;2012-11-14;2012-11-05;01/11/12;2012,0;9,0
12,0;2012;2013-10-21;2012-11-09;01/11/12;2013,0;346,0
29,0;2012;2013-02-08;2012-10-16;01/10/12;2013,0;115,0
12,0;2012;2013-03-15;2012-10-08;01/10/12;2013,0;158,0
466,69;2012;2016-01-25;2012-10-09;01/10/12;2016,0;1203,0
18,0;2012;2013-04-19;2012-10-09;01/10/12;2013,0;192,0
79,0;2012;2013-04-09;2012-10-09;01/10/12;2013,0;182,0
66,5;2012;2013-09-11;2012-10-10;01/10/12;2013,0;336,0
72,45;2012;2013-05-11;2012-10-09;01/10/12;2013,0;214,0
36,25;2012;2013-05-13;2012-10-09;01/10/12;2013,0;216,0
62,0;2012;2015-09-21;2012-10-09;01/10/12;2015,0;1077,0
3,0;2012;2013-05-13;2012-10-10;01/10/12;2013,0;215,0
39,0;2012;2012-12-20;2012-10-10;01/10/12;2012,0;71,0
151,0;2012;2014-03-28;2012-10-10;01/10/12;2014,0;534,0
46,0;2012;2015-06-09;2012-10-17;01/10/12;2015,0;965,0
41,8;2012;2013-04-25;2012-10-18;01/10/12;2013,0;189,0
88,0;2012;2012-12-20;2012-10-23;01/10/12;2012,0;58,0
26,6;2012;2012-12-17;2012-10-19;01/10/12;2012,0;59,0
1186,9;2012;2019-11-14;2012-10-30;01/10/12;2019,0;2571,0
7,0;2012;2012-11-08;2012-10-17;01/10/12;2012,0;22,0
77,75;2012;2016-01-13;2012-10-17;01/10/12;2016,0;1183,0
21,0;2012;2013-02-08;2012-10-16;01/10/12;2013,0;115,0
179,41;2012;2019-12-02;2012-10-21;01/10/12;2019,0;2598,0
159,04;2012;2016-06-17;2012-10-16;01/10/12;2016,0;1340,0
15,0;2012;2015-01-06;2012-10-16;01/10/12;2015,0;812,0
15,0;2012;2014-11-12;2012-10-16;01/10/12;2014,0;757,0
22,0;2012;2014-11-25;2012-10-11;01/10/12;2014,0;775,0
135,0;2012;2013-10-15;2012-10-18;01/10/12;2013,0;362,0
26,0;2012;2013-06-28;2012-10-23;01/10/12;2013,0;248,0
176,0;2012;2014-03-12;2012-10-15;01/10/12;2014,0;513,0
29,0;2012;2013-08-30;2012-10-15;01/10/12;2013,0;319,0
7,0;2012;2013-04-29;2012-10-15;01/10/12;2013,0;196,0
30,5;2012;2013-10-29;2012-10-15;01/10/12;2013,0;379,0
185,1;2012;2013-07-23;2012-10-15;01/10/12;2013,0;281,0
66,0;2012;2013-07-22;2012-10-18;01/10/12;2013,0;277,0
60,0;2012;2013-09-19;2012-10-18;01/10/12;2013,0;336,0
7,0;2012;2013-05-10;2012-10-18;01/10/12;2013,0;204,0
220,0;2012;2014-01-09;2012-10-16;01/10/12;2014,0;450,0
22,61;2012;2014-04-29;2012-10-24;01/10/12;2014,0;552,0
3,0;2012;2013-07-19;2012-10-22;01/10/12;2013,0;270,0
47,75;2012;2014-02-06;2012-10-18;01/10/12;2014,0;476,0
41,5;2012;2013-11-11;2012-10-24;01/10/12;2013,0;383,0
25,0;2012;2013-08-19;2012-10-25;01/10/12;2013,0;298,0
24,0;2012;2013-05-31;2012-10-25;01/10/12;2013,0;218,0
68,44;2012;2015-09-29;2012-10-23;01/10/12;2015,0;1071,0
87,0;2012;2013-09-04;2012-10-22;01/10/12;2013,0;317,0
33,6;2012;2013-03-15;2012-10-18;01/10/12;2013,0;148,0
9,0;2012;2013-01-24;2012-10-25;01/10/12;2013,0;91,0
86,0;2012;2013-04-03;2012-10-25;01/10/12;2013,0;160,0
53,74;2012;2016-01-07;2012-10-24;01/10/12;2016,0;1170,0
83,0;2012;2014-10-10;2012-10-23;01/10/12;2014,0;717,0
19,05;2012;2014-11-10;2012-10-23;01/10/12;2014,0;748,0
24,0;2012;2013-10-08;2012-10-17;01/10/12;2013,0;356,0
465,26;2012;2016-11-08;2012-10-23;01/10/12;2016,0;1477,0
19,0;2012;2013-06-03;2012-10-19;01/10/12;2013,0;227,0
7,0;2012;2013-09-30;2012-10-16;01/10/12;2013,0;349,0
683,53;2012;2018-06-07;2012-10-18;01/10/12;2018,0;2058,0
30,0;2012;2013-07-31;2012-10-19;01/10/12;2013,0;285,0
19,0;2012;2014-01-10;2012-10-18;01/10/12;2014,0;449,0
18,0;2012;2013-04-04;2012-10-19;01/10/12;2013,0;167,0
43,95;2012;2013-12-20;2012-10-23;01/10/12;2013,0;423,0
14,4;2012;2013-03-15;2012-10-25;01/10/12;2013,0;141,0
89,0;2012;2015-03-31;2012-10-23;01/10/12;2015,0;889,0
100,0;2012;2013-04-09;2012-10-25;01/10/12;2013,0;166,0
139,15;2012;2014-03-10;2012-10-23;01/10/12;2014,0;503,0
4,5;2012;2014-10-15;2012-10-23;01/10/12;2014,0;722,0
12,0;2012;2013-02-18;2012-10-23;01/10/12;2013,0;118,0
327,0;2012;2013-11-12;2012-10-22;01/10/12;2013,0;386,0
159,6;2012;2013-09-19;2012-10-21;01/10/12;2013,0;333,0
179,25;2012;2014-04-01;2012-10-23;01/10/12;2014,0;525,0
37,0;2012;2013-04-04;2012-10-25;01/10/12;2013,0;161,0
175,3;2012;2015-08-21;2012-10-21;01/10/12;2015,0;1034,0
66,25;2012;2014-01-13;2012-10-21;01/10/12;2014,0;449,0
33,8;2012;2013-01-07;2012-10-22;01/10/12;2013,0;77,0
101,0;2012;2013-01-29;2012-10-22;01/10/12;2013,0;99,0
61,0;2012;2013-03-18;2012-10-23;01/10/12;2013,0;146,0
346,05;2012;2017-04-06;2012-10-22;01/10/12;2017,0;1627,0
67,5;2012;2013-06-19;2012-10-22;01/10/12;2013,0;240,0
154,52;2012;2015-07-23;2012-10-21;01/10/12;2015,0;1005,0
110,0;2012;2013-12-27;2012-10-21;01/10/12;2013,0;432,0
30,95;2012;2013-04-19;2012-10-25;01/10/12;2013,0;176,0
6,0;2012;2014-02-24;2012-10-22;01/10/12;2014,0;490,0
31,4;2012;2013-09-26;2012-10-25;01/10/12;2013,0;336,0
39,0;2012;2013-07-30;2012-10-25;01/10/12;2013,0;278,0
4,5;2012;2015-06-17;2012-10-24;01/10/12;2015,0;966,0
11,0;2012;2013-06-06;2012-10-25;01/10/12;2013,0;224,0
311,7;2012;2014-02-20;2012-10-24;01/10/12;2014,0;484,0
37,0;2012;2013-06-07;2012-10-25;01/10/12;2013,0;225,0
277,8;2012;2013-08-01;2012-10-25;01/10/12;2013,0;280,0
30,0;2012;2013-07-31;2012-10-26;01/10/12;2013,0;278,0
138,0;2012;2014-01-31;2012-10-25;01/10/12;2014,0;463,0
137,0;2012;2013-10-16;2012-10-26;01/10/12;2013,0;355,0
657,32;2012;2015-06-15;2012-10-25;01/10/12;2015,0;963,0
12,0;2012;2013-01-24;2012-10-26;01/10/12;2013,0;90,0
6,0;2012;2013-06-28;2012-10-28;01/10/12;2013,0;243,0
3,5;2012;2013-01-02;2012-10-29;01/10/12;2013,0;65,0
107,48;2012;2016-10-26;2012-10-28;01/10/12;2016,0;1459,0
2009,0;2012;2019-03-22;2012-10-28;01/10/12;2019,0;2336,0
36,0;2012;2013-05-21;2012-10-29;01/10/12;2013,0;204,0
159,8;2012;2013-09-12;2012-10-29;01/10/12;2013,0;318,0
14,0;2012;2013-04-09;2012-10-29;01/10/12;2013,0;162,0
78,0;2012;2014-05-19;2012-10-28;01/10/12;2014,0;568,0
302,49;2012;2017-09-27;2012-10-28;01/10/12;2017,0;1795,0
3,0;2012;2012-12-18;2012-10-29;01/10/12;2012,0;50,0
369,25;2012;2014-11-03;2012-10-28;01/10/12;2014,0;736,0
18,0;2012;2012-12-20;2012-10-28;01/10/12;2012,0;53,0
50,19;2012;2013-03-04;2012-10-29;01/10/12;2013,0;126,0
128,0;2012;2015-04-07;2012-10-29;01/10/12;2015,0;890,0
40,9;2012;2013-02-19;2012-10-30;01/10/12;2013,0;112,0
218,5;2012;2014-05-07;2012-10-29;01/10/12;2014,0;555,0
27,0;2012;2014-08-25;2012-10-29;01/10/12;2014,0;665,0
843,22;2012;2017-08-18;2012-10-29;01/10/12;2017,0;1754,0
146,85;2012;2013-05-03;2012-10-30;01/10/12;2013,0;185,0
310,89;2012;2018-01-05;2012-10-29;01/10/12;2018,0;1894,0
274,96;2012;2014-01-09;2012-10-29;01/10/12;2014,0;437,0
6,0;2012;2012-12-19;2012-10-30;01/10/12;2012,0;50,0
104,0;2012;2013-09-24;2012-10-30;01/10/12;2013,0;329,0
18,0;2012;2013-03-28;2012-10-30;01/10/12;2013,0;149,0
16,0;2012;2013-03-04;2012-10-30;01/10/12;2013,0;125,0
65,5;2012;2017-08-04;2012-10-30;01/10/12;2017,0;1739,0
73,5;2012;2017-08-16;2012-10-30;01/10/12;2017,0;1751,0
30,25;2012;2014-11-10;2012-10-30;01/10/12;2014,0;741,0
26,5;2012;2014-09-10;2012-10-30;01/10/12;2014,0;680,0
7,0;2012;2013-10-10;2012-11-20;01/11/12;2013,0;324,0
64,8;2012;2013-09-05;2012-11-01;01/11/12;2013,0;308,0
14,0;2012;2013-07-02;2012-11-01;01/11/12;2013,0;243,0
12,0;2012;2013-10-15;2012-11-01;01/11/12;2013,0;348,0
104,0;2012;2013-08-13;2012-11-28;01/11/12;2013,0;258,0
2,0;2012;2013-08-01;2012-11-16;01/11/12;2013,0;258,0
9,0;2012;2014-01-30;2012-11-11;01/11/12;2014,0;445,0
21,0;2012;2013-03-04;2012-11-07;01/11/12;2013,0;117,0
22,0;2012;2013-02-26;2012-11-12;01/11/12;2013,0;106,0
4,0;2012;2013-01-31;2012-11-28;01/11/12;2013,0;64,0
4,0;2012;2013-03-15;2012-11-19;01/11/12;2013,0;116,0
22,77;2012;2013-04-22;2012-11-12;01/11/12;2013,0;161,0
7,6;2012;2014-03-27;2012-11-12;01/11/12;2014,0;500,0
28,0;2012;2013-03-08;2012-11-09;01/11/12;2013,0;119,0
23,25;2012;2014-12-22;2012-11-12;01/11/12;2014,0;770,0
641,0;2012;2013-04-03;2012-11-12;01/11/12;2013,0;142,0
317,0;2012;2016-04-27;2012-11-11;01/11/12;2016,0;1263,0
4,5;2012;2014-09-17;2012-11-11;01/11/12;2014,0;675,0
12,0;2014;2014-06-11;2014-02-19;01/02/14;2014,0;112,0
14,0;2012;2013-01-03;2012-11-26;01/11/12;2013,0;38,0
6,0;2012;2014-05-26;2012-11-11;01/11/12;2014,0;561,0
18,0;2012;2014-03-17;2012-11-28;01/11/12;2014,0;474,0
54,25;2012;2014-12-19;2012-11-11;01/11/12;2014,0;768,0
636,48;2012;2018-03-02;2012-11-07;01/11/12;2018,0;1941,0
17,0;2015;2016-08-19;2015-07-31;01/07/15;2016,0;385,0
80,6;2012;2014-01-21;2012-11-11;01/11/12;2014,0;436,0
6,3;2012;2013-08-13;2012-11-27;01/11/12;2013,0;259,0
174,0;2012;2016-07-19;2012-11-07;01/11/12;2016,0;1350,0
24,0;2012;2013-11-08;2012-11-08;01/11/12;2013,0;365,0
12,0;2012;2013-04-26;2012-11-05;01/11/12;2013,0;172,0
143,65;2012;2015-03-04;2012-11-12;01/11/12;2015,0;842,0
24,0;2012;2013-06-25;2012-11-09;01/11/12;2013,0;228,0
33,0;2012;2013-07-22;2012-11-12;01/11/12;2013,0;252,0
575,66;2012;2018-06-28;2012-11-07;01/11/12;2018,0;2059,0
13,0;2012;2013-10-10;2012-11-07;01/11/12;2013,0;337,0
219,0;2012;2014-02-10;2012-12-12;01/12/12;2014,0;425,0
3,0;2012;2013-02-27;2012-12-13;01/12/12;2013,0;76,0
18,0;2012;2013-04-19;2012-11-30;01/11/12;2013,0;140,0
18,0;2012;2013-04-29;2012-11-23;01/11/12;2013,0;157,0
47,0;2012;2013-05-31;2012-11-14;01/11/12;2013,0;198,0
6,0;2012;2015-07-30;2012-11-12;01/11/12;2015,0;990,0
28,0;2012;2013-09-04;2012-11-22;01/11/12;2013,0;286,0
17,7;2012;2013-08-13;2012-11-27;01/11/12;2013,0;259,0
28,0;2012;2013-02-04;2012-11-29;01/11/12;2013,0;67,0
21,0;2012;2013-12-06;2012-11-22;01/11/12;2013,0;379,0
10,5;2012;2015-06-25;2012-11-22;01/11/12;2015,0;945,0
35,0;2012;2013-12-11;2012-11-30;01/11/12;2013,0;376,0
12,0;2012;2014-10-16;2012-11-28;01/11/12;2014,0;687,0
6,0;2012;2013-03-25;2012-11-29;01/11/12;2013,0;116,0
4,5;2012;2015-04-28;2012-11-28;01/11/12;2015,0;881,0
7,9;2012;2013-11-26;2012-11-28;01/11/12;2013,0;363,0
7,9;2012;2013-09-27;2012-11-28;01/11/12;2013,0;303,0
3427,86;2012;2018-11-27;2012-11-28;01/11/12;2018,0;2190,0
9,0;2012;2013-01-25;2012-12-05;01/12/12;2013,0;51,0
26,0;2012;2013-03-28;2012-12-03;01/12/12;2013,0;115,0
7,9;2012;2013-10-14;2012-12-02;01/12/12;2013,0;316,0
7,5;2012;2013-03-04;2012-12-04;01/12/12;2013,0;90,0
4,5;2012;2014-12-08;2012-12-03;01/12/12;2014,0;735,0
173,0;2012;2013-05-24;2012-12-05;01/12/12;2013,0;170,0
6,0;2012;2012-12-18;2012-12-06;01/12/12;2012,0;12,0
57,0;2012;2013-05-07;2012-12-13;01/12/12;2013,0;145,0
9,5;2013;2013-06-13;2013-05-06;01/05/13;2013,0;38,0
48,0;2012;2013-11-12;2012-12-05;01/12/12;2013,0;342,0
30,0;2012;2012-12-28;2012-12-13;01/12/12;2012,0;15,0
7,5;2012;2013-04-22;2012-12-11;01/12/12;2013,0;132,0
44,0;2012;2013-04-29;2012-12-11;01/12/12;2013,0;139,0
50,0;2012;2013-10-17;2012-12-13;01/12/12;2013,0;308,0
12,0;2012;2015-05-28;2012-12-12;01/12/12;2015,0;897,0
7,0;2012;2013-01-25;2012-12-13;01/12/12;2013,0;43,0
146,2;2012;2013-05-20;2012-12-18;01/12/12;2013,0;153,0
52,0;2012;2013-11-19;2012-12-17;01/12/12;2013,0;337,0
66,83;2012;2013-05-21;2012-12-14;01/12/12;2013,0;158,0
6,0;2012;2013-01-23;2012-12-19;01/12/12;2013,0;35,0
34,45;2012;2014-04-07;2012-12-19;01/12/12;2014,0;474,0
18,39;2012;2013-04-30;2012-12-19;01/12/12;2013,0;132,0
13,0;2012;2013-05-03;2012-12-19;01/12/12;2013,0;135,0
32,0;2012;2014-03-21;2012-12-19;01/12/12;2014,0;457,0
14,0;2012;2013-03-27;2012-12-21;01/12/12;2013,0;96,0
36,8;2012;2013-09-16;2012-12-21;01/12/12;2013,0;269,0
13,0;2012;2013-07-04;2012-12-21;01/12/12;2013,0;195,0
6,0;2012;2013-08-01;2012-12-21;01/12/12;2013,0;223,0
23,0;2012;2013-04-29;2012-12-26;01/12/12;2013,0;124,0
78,4;2012;2013-12-02;2012-12-25;01/12/12;2013,0;342,0
10,0;2012;2013-05-13;2012-12-27;01/12/12;2013,0;137,0
133,0;2012;2013-06-25;2012-12-27;01/12/12;2013,0;180,0
160,0;2012;2013-06-25;2012-12-27;01/12/12;2013,0;180,0
20,0;2012;2013-02-25;2012-12-27;01/12/12;2013,0;60,0
10,0;2012;2013-03-25;2012-12-27;01/12/12;2013,0;88,0
59,55;2012;2013-04-29;2012-12-28;01/12/12;2013,0;122,0
4,0;2013;2015-04-07;2013-01-01;01/01/13;2015,0;826,0
48,0;2013;2013-06-07;2013-03-14;01/03/13;2013,0;85,0
6,0;2013;2013-02-06;2013-01-10;01/01/13;2013,0;27,0
59,85;2013;2019-12-06;2013-01-03;01/01/13;2019,0;2528,0
16,0;2013;2013-02-01;2013-01-08;01/01/13;2013,0;24,0
13,0;2013;2013-03-11;2013-01-08;01/01/13;2013,0;62,0
13,0;2013;2013-03-11;2013-01-08;01/01/13;2013,0;62,0
7,0;2013;2013-02-20;2013-01-08;01/01/13;2013,0;43,0
269,0;2013;2013-08-16;2013-01-08;01/01/13;2013,0;220,0
61,8;2013;2013-04-15;2013-01-09;01/01/13;2013,0;96,0
1,6;2013;2013-04-26;2013-01-09;01/01/13;2013,0;107,0
6,5;2013;2013-03-25;2013-01-08;01/01/13;2013,0;76,0
34,0;2013;2014-12-23;2013-01-09;01/01/13;2014,0;713,0
6,75;2013;2013-02-14;2013-01-10;01/01/13;2013,0;35,0
7,6;2013;2014-04-28;2013-01-09;01/01/13;2014,0;474,0
23,0;2013;2013-04-18;2013-01-10;01/01/13;2013,0;98,0
19,0;2013;2014-06-25;2013-06-28;01/06/13;2014,0;362,0
3,0;2013;2013-09-11;2013-01-10;01/01/13;2013,0;244,0
10,0;2013;2013-04-23;2013-01-11;01/01/13;2013,0;102,0
1153,49;2013;2014-09-02;2013-01-20;01/01/13;2014,0;590,0
20,0;2017;2018-04-17;2017-04-05;01/04/17;2018,0;377,0
12,0;2013;2013-05-03;2013-01-17;01/01/13;2013,0;106,0
17,25;2013;2014-04-22;2013-01-16;01/01/13;2014,0;461,0
16,0;2013;2013-03-25;2013-01-17;01/01/13;2013,0;67,0
12,0;2013;2013-05-03;2013-01-17;01/01/13;2013,0;106,0
16,0;2013;2013-09-10;2013-01-16;01/01/13;2013,0;237,0
42,0;2013;2014-09-12;2013-01-15;01/01/13;2014,0;605,0
21,0;2013;2013-03-15;2013-01-18;01/01/13;2013,0;56,0
926,9;2013;2013-12-11;2013-01-27;01/01/13;2013,0;318,0
32,0;2013;2015-10-05;2013-01-27;01/01/13;2015,0;981,0
400,34;2013;2013-05-06;2013-01-30;01/01/13;2013,0;96,0
7,6;2013;2014-04-29;2013-01-30;01/01/13;2014,0;454,0
27,0;2013;2013-05-09;2013-01-31;01/01/13;2013,0;98,0
3,0;2013;2014-10-23;2013-01-30;01/01/13;2014,0;631,0
6,0;2013;2013-03-28;2013-02-04;01/02/13;2013,0;52,0
18,0;2013;2014-02-05;2013-02-03;01/02/13;2014,0;367,0
93,0;2013;2014-02-21;2013-02-03;01/02/13;2014,0;383,0
6,0;2013;2013-03-06;2013-02-04;01/02/13;2013,0;30,0
59,0;2013;2013-03-01;2013-02-04;01/02/13;2013,0;25,0
14,0;2013;2013-03-26;2013-02-04;01/02/13;2013,0;50,0
135,5;2013;2014-11-13;2013-02-03;01/02/13;2014,0;648,0
6,0;2013;2013-07-18;2013-02-05;01/02/13;2013,0;163,0
8,0;2013;2013-05-10;2013-02-05;01/02/13;2013,0;94,0
52,0;2013;2013-03-25;2013-02-05;01/02/13;2013,0;48,0
108,2;2013;2013-09-18;2013-02-06;01/02/13;2013,0;224,0
4,0;2013;2016-08-15;2013-02-06;01/02/13;2016,0;1286,0
6,0;2013;2014-11-18;2013-02-06;01/02/13;2014,0;650,0
4,0;2013;2014-03-28;2013-02-14;01/02/13;2014,0;407,0
11,0;2013;2013-03-11;2013-02-08;01/02/13;2013,0;31,0
69,73;2013;2013-11-12;2013-02-13;01/02/13;2013,0;272,0
18,0;2013;2014-08-13;2013-02-12;01/02/13;2014,0;547,0
1139,85;2013;2017-10-16;2013-02-12;01/02/13;2017,0;1707,0
4,0;2013;2013-07-15;2013-02-13;01/02/13;2013,0;152,0
918,33;2013;2014-04-04;2013-02-12;01/02/13;2014,0;416,0
138,0;2013;2014-04-04;2013-02-12;01/02/13;2014,0;416,0
78,41;2013;2014-04-02;2013-02-12;01/02/13;2014,0;414,0
36,8;2013;2014-04-02;2013-02-12;01/02/13;2014,0;414,0
0,5;2013;2014-03-28;2013-02-14;01/02/13;2014,0;407,0
18,0;2013;2014-02-10;2013-02-26;01/02/13;2014,0;349,0
29,0;2013;2013-04-08;2013-02-14;01/02/13;2013,0;53,0
40,5;2013;2014-07-08;2013-07-17;01/07/13;2014,0;356,0
9,0;2013;2014-07-10;2013-02-13;01/02/13;2014,0;512,0
274,62;2013;2014-08-21;2013-02-14;01/02/13;2014,0;553,0
302,4;2013;2013-11-06;2013-02-16;01/02/13;2013,0;263,0
19,2;2013;2013-06-18;2013-02-15;01/02/13;2013,0;123,0
10,0;2013;2013-03-26;2013-02-15;01/02/13;2013,0;39,0
58,42;2013;2014-01-28;2013-02-18;01/02/13;2014,0;344,0
16,0;2013;2013-06-13;2013-02-19;01/02/13;2013,0;114,0
291,6;2013;2014-01-31;2013-02-19;01/02/13;2014,0;346,0
9,0;2013;2013-06-13;2013-02-19;01/02/13;2013,0;114,0
49,0;2013;2013-11-20;2013-02-20;01/02/13;2013,0;273,0
10,0;2013;2013-05-15;2013-02-20;01/02/13;2013,0;84,0
15,8;2013;2014-04-29;2013-02-20;01/02/13;2014,0;433,0
31,0;2013;2013-07-02;2013-02-20;01/02/13;2013,0;132,0
42,55;2013;2013-11-20;2013-02-20;01/02/13;2013,0;273,0
157,75;2013;2013-12-30;2013-02-20;01/02/13;2013,0;313,0
42,0;2013;2013-12-30;2013-02-20;01/02/13;2013,0;313,0
6,0;2013;2013-04-08;2013-02-21;01/02/13;2013,0;46,0
56,0;2013;2013-04-10;2013-02-22;01/02/13;2013,0;47,0
3,0;2013;2014-05-08;2013-02-28;01/02/13;2014,0;434,0
70,0;2013;2014-02-13;2013-02-27;01/02/13;2014,0;351,0
7,0;2013;2013-06-04;2013-02-26;01/02/13;2013,0;98,0
4,0;2013;2013-04-18;2013-02-25;01/02/13;2013,0;52,0
19,5;2013;2019-12-10;2013-02-25;01/02/13;2019,0;2479,0
16,0;2013;2015-02-12;2013-02-26;01/02/13;2015,0;716,0
